occupation_id,onet_task_id,task_cluster_id,mapping_confidence,notes
occ_13_1071_00,18873,cluster_coordination,0.92,manual_review_hr_specialists
occ_13_1071_00,18874,cluster_qa_review,0.92,manual_review_hr_specialists
occ_13_1071_00,18875,cluster_qa_review,0.92,manual_review_hr_specialists
occ_13_1071_00,18876,cluster_qa_review,0.92,manual_review_hr_specialists
occ_13_1071_00,21097,cluster_workflow_admin,0.92,manual_review_hr_specialists
occ_13_2011_00,21505,cluster_documentation,0.92,manual_review_accountants
occ_13_2011_00,21506,cluster_decision_support,0.92,manual_review_accountants
occ_13_2011_00,21507,cluster_analysis,0.92,manual_review_accountants
occ_13_2011_00,21508,cluster_qa_review,0.92,manual_review_accountants
occ_13_2011_00,21509,cluster_oversight_strategy,0.92,manual_review_accountants
occ_13_2011_00,21510,cluster_client_interaction,0.92,manual_review_accountants
occ_13_2011_00,21511,cluster_decision_support,0.92,manual_review_accountants
occ_13_2011_00,21512,cluster_qa_review,0.92,manual_review_accountants
occ_13_2011_00,21513,cluster_qa_review,0.92,manual_review_accountants
occ_13_2011_00,21514,cluster_analysis,0.92,manual_review_accountants
occ_13_2011_00,21515,cluster_execution_routine,0.92,manual_review_accountants
occ_13_2011_00,21516,cluster_qa_review,0.92,manual_review_accountants
occ_13_2011_00,21517,cluster_workflow_admin,0.92,manual_review_accountants
occ_13_2011_00,21518,cluster_qa_review,0.92,manual_review_accountants
occ_13_2011_00,21519,cluster_decision_support,0.92,manual_review_accountants
occ_13_2011_00,21520,cluster_decision_support,0.92,manual_review_accountants
occ_13_2011_00,21521,cluster_workflow_admin,0.92,manual_review_accountants
occ_13_2011_00,21522,cluster_analysis,0.92,manual_review_accountants
occ_13_2011_00,21523,cluster_qa_review,0.92,manual_review_accountants
occ_13_2011_00,21524,cluster_qa_review,0.92,manual_review_accountants
occ_13_2011_00,21525,cluster_qa_review,0.92,manual_review_accountants
occ_13_2011_00,21526,cluster_execution_routine,0.92,manual_review_accountants
occ_13_2011_00,21527,cluster_client_interaction,0.92,manual_review_accountants
occ_13_2011_00,21529,cluster_oversight_strategy,0.92,manual_review_accountants
occ_13_2011_00,21530,cluster_qa_review,0.92,manual_review_accountants
occ_13_2011_00,21531,cluster_analysis,0.92,manual_review_accountants
occ_13_2011_00,21532,cluster_documentation,0.92,manual_review_accountants
occ_13_2011_00,21533,cluster_execution_routine,0.92,manual_review_accountants
occ_13_2011_00,21534,cluster_analysis,0.92,manual_review_accountants
occ_23_1011_00,20877,cluster_drafting,0.92,manual_review_lawyers
occ_23_1011_00,23992,cluster_relationship_management,0.92,manual_review_lawyers
occ_23_1011_00,3773,cluster_client_interaction,0.92,manual_review_lawyers
occ_23_1011_00,3774,cluster_analysis,0.92,manual_review_lawyers
occ_23_1011_00,3775,cluster_analysis,0.92,manual_review_lawyers
occ_23_1011_00,3776,cluster_client_interaction,0.92,manual_review_lawyers
occ_23_1011_00,3777,cluster_decision_support,0.92,manual_review_lawyers
occ_23_1011_00,3778,cluster_research_synthesis,0.92,manual_review_lawyers
occ_23_1011_00,3779,cluster_client_interaction,0.92,manual_review_lawyers
occ_23_1011_00,3780,cluster_analysis,0.92,manual_review_lawyers
occ_23_1011_00,3781,cluster_client_interaction,0.92,manual_review_lawyers
occ_23_1011_00,3782,cluster_client_interaction,0.92,manual_review_lawyers
occ_23_1011_00,3783,cluster_research_synthesis,0.92,manual_review_lawyers
occ_23_1011_00,3785,cluster_drafting,0.92,manual_review_lawyers
occ_23_1011_00,3786,cluster_relationship_management,0.92,manual_review_lawyers
occ_23_1011_00,3787,cluster_coordination,0.92,manual_review_lawyers
occ_23_1011_00,3788,cluster_research_synthesis,0.92,manual_review_lawyers
occ_23_1011_00,3789,cluster_oversight_strategy,0.92,manual_review_lawyers
occ_23_1011_00,3790,cluster_workflow_admin,0.92,manual_review_lawyers
occ_23_1011_00,3791,cluster_relationship_management,0.92,manual_review_lawyers
occ_23_1011_00,3792,cluster_client_interaction,0.92,manual_review_lawyers
occ_23_1011_00,3793,cluster_oversight_strategy,0.92,manual_review_lawyers
