"occupation_id","onet_task_id","task_cluster_id","source_id","exposure_score","augmentation_score","automation_score","observed_usage_share","evidence_type","confidence","notes"
"occ_13_1161_00","stub_13_1161_00_documentation","cluster_documentation","src_internal_stub_2026_03","0.76","0.60","0.43","0.18","generated_task_proxy","0.40","launch_stub_generated"
"occ_13_1161_00","stub_13_1161_00_drafting","cluster_drafting","src_internal_stub_2026_03","0.82","0.60","0.47","0.24","generated_task_proxy","0.49","launch_stub_generated"
"occ_13_1161_00","stub_13_1161_00_qa_review","cluster_qa_review","src_internal_stub_2026_03","0.70","0.72","0.36","0.16","generated_task_proxy","0.41","launch_stub_generated"
"occ_13_1161_00","stub_13_1161_00_research_synthesis","cluster_research_synthesis","src_internal_stub_2026_03","0.78","0.64","0.39","0.28","generated_task_proxy","0.49","launch_stub_generated"
"occ_13_2011_00","stub_13_2011_00_analysis","cluster_analysis","src_internal_stub_2026_03","0.79","0.54","0.51","0.30","generated_task_proxy","0.51","launch_stub_generated"
"occ_13_2011_00","stub_13_2011_00_client_interaction","cluster_client_interaction","src_internal_stub_2026_03","0.59","0.58","0.30","0.22","generated_task_proxy","0.40","launch_stub_generated"
"occ_13_2011_00","stub_13_2011_00_decision_support","cluster_decision_support","src_internal_stub_2026_03","0.65","0.62","0.36","0.24","generated_task_proxy","0.47","launch_stub_generated"
"occ_13_2011_00","stub_13_2011_00_documentation","cluster_documentation","src_internal_stub_2026_03","0.75","0.48","0.54","0.22","generated_task_proxy","0.43","launch_stub_generated"
"occ_13_2011_00","stub_13_2011_00_execution_routine","cluster_execution_routine","src_internal_stub_2026_03","0.83","0.40","0.62","0.26","generated_task_proxy","0.50","launch_stub_generated"
"occ_13_2011_00","stub_13_2011_00_qa_review","cluster_qa_review","src_internal_stub_2026_03","0.69","0.60","0.47","0.24","generated_task_proxy","0.46","launch_stub_generated"
"occ_13_2031_00","stub_13_2031_00_analysis","cluster_analysis","src_internal_stub_2026_03","0.79","0.54","0.51","0.30","generated_task_proxy","0.51","launch_stub_generated"
"occ_13_2031_00","stub_13_2031_00_client_interaction","cluster_client_interaction","src_internal_stub_2026_03","0.59","0.58","0.30","0.22","generated_task_proxy","0.40","launch_stub_generated"
"occ_13_2031_00","stub_13_2031_00_decision_support","cluster_decision_support","src_internal_stub_2026_03","0.65","0.62","0.36","0.24","generated_task_proxy","0.47","launch_stub_generated"
"occ_13_2031_00","stub_13_2031_00_documentation","cluster_documentation","src_internal_stub_2026_03","0.75","0.48","0.54","0.22","generated_task_proxy","0.43","launch_stub_generated"
"occ_13_2031_00","stub_13_2031_00_execution_routine","cluster_execution_routine","src_internal_stub_2026_03","0.83","0.40","0.62","0.26","generated_task_proxy","0.50","launch_stub_generated"
"occ_13_2031_00","stub_13_2031_00_qa_review","cluster_qa_review","src_internal_stub_2026_03","0.69","0.60","0.47","0.24","generated_task_proxy","0.46","launch_stub_generated"
"occ_13_2051_00","stub_13_2051_00_analysis","cluster_analysis","src_internal_stub_2026_03","0.79","0.54","0.51","0.30","generated_task_proxy","0.51","launch_stub_generated"
"occ_13_2051_00","stub_13_2051_00_client_interaction","cluster_client_interaction","src_internal_stub_2026_03","0.59","0.58","0.30","0.22","generated_task_proxy","0.40","launch_stub_generated"
"occ_13_2051_00","stub_13_2051_00_decision_support","cluster_decision_support","src_internal_stub_2026_03","0.65","0.62","0.36","0.24","generated_task_proxy","0.47","launch_stub_generated"
"occ_13_2051_00","stub_13_2051_00_documentation","cluster_documentation","src_internal_stub_2026_03","0.75","0.48","0.54","0.22","generated_task_proxy","0.43","launch_stub_generated"
"occ_13_2051_00","stub_13_2051_00_execution_routine","cluster_execution_routine","src_internal_stub_2026_03","0.83","0.40","0.62","0.26","generated_task_proxy","0.50","launch_stub_generated"
"occ_13_2051_00","stub_13_2051_00_qa_review","cluster_qa_review","src_internal_stub_2026_03","0.69","0.60","0.47","0.24","generated_task_proxy","0.46","launch_stub_generated"
"occ_13_2052_00","stub_13_2052_00_analysis","cluster_analysis","src_internal_stub_2026_03","0.79","0.54","0.51","0.30","generated_task_proxy","0.51","launch_stub_generated"
"occ_13_2052_00","stub_13_2052_00_client_interaction","cluster_client_interaction","src_internal_stub_2026_03","0.59","0.58","0.30","0.22","generated_task_proxy","0.40","launch_stub_generated"
"occ_13_2052_00","stub_13_2052_00_decision_support","cluster_decision_support","src_internal_stub_2026_03","0.65","0.62","0.36","0.24","generated_task_proxy","0.47","launch_stub_generated"
"occ_13_2052_00","stub_13_2052_00_documentation","cluster_documentation","src_internal_stub_2026_03","0.75","0.48","0.54","0.22","generated_task_proxy","0.43","launch_stub_generated"
"occ_13_2052_00","stub_13_2052_00_execution_routine","cluster_execution_routine","src_internal_stub_2026_03","0.83","0.40","0.62","0.26","generated_task_proxy","0.50","launch_stub_generated"
"occ_13_2052_00","stub_13_2052_00_qa_review","cluster_qa_review","src_internal_stub_2026_03","0.69","0.60","0.47","0.24","generated_task_proxy","0.46","launch_stub_generated"
"occ_13_2053_00","stub_13_2053_00_analysis","cluster_analysis","src_internal_stub_2026_03","0.79","0.54","0.51","0.30","generated_task_proxy","0.51","launch_stub_generated"
"occ_13_2053_00","stub_13_2053_00_client_interaction","cluster_client_interaction","src_internal_stub_2026_03","0.59","0.58","0.30","0.22","generated_task_proxy","0.40","launch_stub_generated"
"occ_13_2053_00","stub_13_2053_00_decision_support","cluster_decision_support","src_internal_stub_2026_03","0.65","0.62","0.36","0.24","generated_task_proxy","0.47","launch_stub_generated"
"occ_13_2053_00","stub_13_2053_00_documentation","cluster_documentation","src_internal_stub_2026_03","0.75","0.48","0.54","0.22","generated_task_proxy","0.43","launch_stub_generated"
"occ_13_2053_00","stub_13_2053_00_execution_routine","cluster_execution_routine","src_internal_stub_2026_03","0.83","0.40","0.62","0.26","generated_task_proxy","0.50","launch_stub_generated"
"occ_13_2053_00","stub_13_2053_00_qa_review","cluster_qa_review","src_internal_stub_2026_03","0.69","0.60","0.47","0.24","generated_task_proxy","0.46","launch_stub_generated"
"occ_13_2072_00","stub_13_2072_00_analysis","cluster_analysis","src_internal_stub_2026_03","0.79","0.54","0.51","0.30","generated_task_proxy","0.51","launch_stub_generated"
"occ_13_2072_00","stub_13_2072_00_client_interaction","cluster_client_interaction","src_internal_stub_2026_03","0.59","0.58","0.30","0.22","generated_task_proxy","0.40","launch_stub_generated"
"occ_13_2072_00","stub_13_2072_00_decision_support","cluster_decision_support","src_internal_stub_2026_03","0.65","0.62","0.36","0.24","generated_task_proxy","0.47","launch_stub_generated"
"occ_13_2072_00","stub_13_2072_00_documentation","cluster_documentation","src_internal_stub_2026_03","0.75","0.48","0.54","0.22","generated_task_proxy","0.43","launch_stub_generated"
"occ_13_2072_00","stub_13_2072_00_execution_routine","cluster_execution_routine","src_internal_stub_2026_03","0.83","0.40","0.62","0.26","generated_task_proxy","0.50","launch_stub_generated"
"occ_13_2072_00","stub_13_2072_00_qa_review","cluster_qa_review","src_internal_stub_2026_03","0.69","0.60","0.47","0.24","generated_task_proxy","0.46","launch_stub_generated"
"occ_15_1211_00","stub_15_1211_00_analysis","cluster_analysis","src_internal_stub_2026_03","0.86","0.67","0.47","0.22","generated_task_proxy","0.46","launch_stub_generated"
"occ_15_1211_00","stub_15_1211_00_coordination","cluster_coordination","src_internal_stub_2026_03","0.70","0.73","0.30","0.24","generated_task_proxy","0.44","launch_stub_generated"
"occ_15_1211_00","stub_15_1211_00_documentation","cluster_documentation","src_internal_stub_2026_03","0.82","0.61","0.50","0.20","generated_task_proxy","0.45","launch_stub_generated"
"occ_15_1211_00","stub_15_1211_00_drafting","cluster_drafting","src_internal_stub_2026_03","0.88","0.61","0.54","0.34","generated_task_proxy","0.50","launch_stub_generated"
"occ_15_1211_00","stub_15_1211_00_oversight_strategy","cluster_oversight_strategy","src_internal_stub_2026_03","0.64","0.71","0.24","0.22","generated_task_proxy","0.41","launch_stub_generated"
"occ_15_1211_00","stub_15_1211_00_qa_review","cluster_qa_review","src_internal_stub_2026_03","0.76","0.73","0.43","0.26","generated_task_proxy","0.48","launch_stub_generated"
"occ_15_1232_00","stub_15_1232_00_client_interaction","cluster_client_interaction","src_internal_stub_2026_03","0.51","0.64","0.21","0.18","generated_task_proxy","0.41","launch_stub_generated"
"occ_15_1232_00","stub_15_1232_00_coordination","cluster_coordination","src_internal_stub_2026_03","0.55","0.66","0.25","0.32","generated_task_proxy","0.48","launch_stub_generated"
"occ_15_1232_00","stub_15_1232_00_decision_support","cluster_decision_support","src_internal_stub_2026_03","0.57","0.68","0.27","0.18","generated_task_proxy","0.40","launch_stub_generated"
"occ_15_1232_00","stub_15_1232_00_documentation","cluster_documentation","src_internal_stub_2026_03","0.67","0.54","0.45","0.22","generated_task_proxy","0.46","launch_stub_generated"
"occ_15_1232_00","stub_15_1232_00_execution_routine","cluster_execution_routine","src_internal_stub_2026_03","0.75","0.46","0.53","0.30","generated_task_proxy","0.50","launch_stub_generated"
"occ_15_1232_00","stub_15_1232_00_workflow_admin","cluster_workflow_admin","src_internal_stub_2026_03","0.71","0.52","0.49","0.28","generated_task_proxy","0.47","launch_stub_generated"
"occ_15_1252_00","stub_15_1252_00_analysis","cluster_analysis","src_internal_stub_2026_03","0.86","0.67","0.47","0.22","generated_task_proxy","0.46","launch_stub_generated"
"occ_15_1252_00","stub_15_1252_00_coordination","cluster_coordination","src_internal_stub_2026_03","0.70","0.73","0.30","0.24","generated_task_proxy","0.44","launch_stub_generated"
"occ_15_1252_00","stub_15_1252_00_documentation","cluster_documentation","src_internal_stub_2026_03","0.82","0.61","0.50","0.20","generated_task_proxy","0.45","launch_stub_generated"
"occ_15_1252_00","stub_15_1252_00_drafting","cluster_drafting","src_anthropic_ei_2025_03_27","0.91","0.62","0.71","0.38","anthropic_task_usage","0.86","anthropic_normalized"
"occ_15_1252_00","stub_15_1252_00_oversight_strategy","cluster_oversight_strategy","src_internal_stub_2026_03","0.64","0.71","0.24","0.22","generated_task_proxy","0.41","launch_stub_generated"
"occ_15_1252_00","stub_15_1252_00_qa_review","cluster_qa_review","src_anthropic_ei_2025_03_27","0.74","0.72","0.28","0.24","anthropic_task_usage","0.81","anthropic_normalized"
"occ_15_1257_00","stub_15_1257_00_analysis","cluster_analysis","src_internal_stub_2026_03","0.86","0.67","0.47","0.22","generated_task_proxy","0.46","launch_stub_generated"
"occ_15_1257_00","stub_15_1257_00_coordination","cluster_coordination","src_internal_stub_2026_03","0.70","0.73","0.30","0.24","generated_task_proxy","0.44","launch_stub_generated"
"occ_15_1257_00","stub_15_1257_00_documentation","cluster_documentation","src_internal_stub_2026_03","0.82","0.61","0.50","0.20","generated_task_proxy","0.45","launch_stub_generated"
"occ_15_1257_00","stub_15_1257_00_drafting","cluster_drafting","src_internal_stub_2026_03","0.88","0.61","0.54","0.34","generated_task_proxy","0.50","launch_stub_generated"
"occ_15_1257_00","stub_15_1257_00_oversight_strategy","cluster_oversight_strategy","src_internal_stub_2026_03","0.64","0.71","0.24","0.22","generated_task_proxy","0.41","launch_stub_generated"
"occ_15_1257_00","stub_15_1257_00_qa_review","cluster_qa_review","src_internal_stub_2026_03","0.76","0.73","0.43","0.26","generated_task_proxy","0.48","launch_stub_generated"
"occ_15_2051_00","stub_15_2051_00_analysis","cluster_analysis","src_internal_stub_2026_03","0.84","0.70","0.41","0.38","generated_task_proxy","0.52","launch_stub_generated"
"occ_15_2051_00","stub_15_2051_00_coordination","cluster_coordination","src_internal_stub_2026_03","0.68","0.76","0.24","0.21","generated_task_proxy","0.43","launch_stub_generated"
"occ_15_2051_00","stub_15_2051_00_decision_support","cluster_decision_support","src_internal_stub_2026_03","0.70","0.78","0.26","0.26","generated_task_proxy","0.49","launch_stub_generated"
"occ_15_2051_00","stub_15_2051_00_drafting","cluster_drafting","src_internal_stub_2026_03","0.86","0.64","0.48","0.18","generated_task_proxy","0.42","launch_stub_generated"
"occ_15_2051_00","stub_15_2051_00_qa_review","cluster_qa_review","src_internal_stub_2026_03","0.74","0.76","0.37","0.22","generated_task_proxy","0.46","launch_stub_generated"
"occ_15_2051_00","stub_15_2051_00_research_synthesis","cluster_research_synthesis","src_internal_stub_2026_03","0.82","0.68","0.40","0.23","generated_task_proxy","0.48","launch_stub_generated"
"occ_23_1011_00","stub_23_1011_00_client_interaction","cluster_client_interaction","src_internal_stub_2026_03","0.48","0.51","0.16","0.18","generated_task_proxy","0.41","launch_stub_generated"
"occ_23_1011_00","stub_23_1011_00_coordination","cluster_coordination","src_internal_stub_2026_03","0.52","0.53","0.20","0.22","generated_task_proxy","0.44","launch_stub_generated"
"occ_23_1011_00","stub_23_1011_00_decision_support","cluster_decision_support","src_internal_stub_2026_03","0.54","0.55","0.22","0.20","generated_task_proxy","0.42","launch_stub_generated"
"occ_23_1011_00","stub_23_1011_00_documentation","cluster_documentation","src_internal_stub_2026_03","0.64","0.41","0.40","0.28","generated_task_proxy","0.50","launch_stub_generated"
"occ_23_1011_00","stub_23_1011_00_qa_review","cluster_qa_review","src_internal_stub_2026_03","0.58","0.53","0.33","0.24","generated_task_proxy","0.47","launch_stub_generated"
"occ_23_1011_00","stub_23_1011_00_relationship_management","cluster_relationship_management","src_internal_stub_2026_03","0.42","0.49","0.12","0.18","generated_task_proxy","0.40","launch_stub_generated"
"occ_23_1011_00","stub_23_1011_00_research_synthesis","cluster_research_synthesis","src_internal_stub_2026_03","0.66","0.45","0.36","0.26","generated_task_proxy","0.49","launch_stub_generated"
"occ_23_2011_00","stub_23_2011_00_client_interaction","cluster_client_interaction","src_internal_stub_2026_03","0.48","0.51","0.16","0.18","generated_task_proxy","0.41","launch_stub_generated"
"occ_23_2011_00","stub_23_2011_00_coordination","cluster_coordination","src_internal_stub_2026_03","0.52","0.53","0.20","0.22","generated_task_proxy","0.44","launch_stub_generated"
"occ_23_2011_00","stub_23_2011_00_decision_support","cluster_decision_support","src_internal_stub_2026_03","0.54","0.55","0.22","0.20","generated_task_proxy","0.42","launch_stub_generated"
"occ_23_2011_00","stub_23_2011_00_documentation","cluster_documentation","src_internal_stub_2026_03","0.64","0.41","0.40","0.28","generated_task_proxy","0.50","launch_stub_generated"
"occ_23_2011_00","stub_23_2011_00_qa_review","cluster_qa_review","src_internal_stub_2026_03","0.58","0.53","0.33","0.24","generated_task_proxy","0.47","launch_stub_generated"
"occ_23_2011_00","stub_23_2011_00_relationship_management","cluster_relationship_management","src_internal_stub_2026_03","0.42","0.49","0.12","0.18","generated_task_proxy","0.40","launch_stub_generated"
"occ_23_2011_00","stub_23_2011_00_research_synthesis","cluster_research_synthesis","src_internal_stub_2026_03","0.66","0.45","0.36","0.26","generated_task_proxy","0.49","launch_stub_generated"
"occ_27_3031_00","stub_27_3031_00_client_interaction","cluster_client_interaction","src_internal_stub_2026_03","0.57","0.68","0.14","0.28","generated_task_proxy","0.48","launch_stub_generated"
"occ_27_3031_00","stub_27_3031_00_coordination","cluster_coordination","src_internal_stub_2026_03","0.61","0.70","0.18","0.22","generated_task_proxy","0.43","launch_stub_generated"
"occ_27_3031_00","stub_27_3031_00_documentation","cluster_documentation","src_internal_stub_2026_03","0.73","0.58","0.38","0.20","generated_task_proxy","0.39","launch_stub_generated"
"occ_27_3031_00","stub_27_3031_00_drafting","cluster_drafting","src_internal_stub_2026_03","0.79","0.58","0.42","0.24","generated_task_proxy","0.46","launch_stub_generated"
"occ_27_3031_00","stub_27_3031_00_qa_review","cluster_qa_review","src_internal_stub_2026_03","0.67","0.70","0.31","0.16","generated_task_proxy","0.39","launch_stub_generated"
"occ_27_3031_00","stub_27_3031_00_relationship_management","cluster_relationship_management","src_internal_stub_2026_03","0.51","0.66","0.10","0.26","generated_task_proxy","0.48","launch_stub_generated"
"occ_27_3031_00","stub_27_3031_00_research_synthesis","cluster_research_synthesis","src_internal_stub_2026_03","0.75","0.62","0.34","0.20","generated_task_proxy","0.44","launch_stub_generated"
"occ_27_3041_00","stub_27_3041_00_client_interaction","cluster_client_interaction","src_internal_stub_2026_03","0.62","0.67","0.28","0.14","generated_task_proxy","0.37","launch_stub_generated"
"occ_27_3041_00","stub_27_3041_00_coordination","cluster_coordination","src_internal_stub_2026_03","0.66","0.69","0.32","0.18","generated_task_proxy","0.40","launch_stub_generated"
"occ_27_3041_00","stub_27_3041_00_documentation","cluster_documentation","src_internal_stub_2026_03","0.78","0.57","0.52","0.20","generated_task_proxy","0.44","launch_stub_generated"
"occ_27_3041_00","stub_27_3041_00_drafting","cluster_drafting","src_internal_stub_2026_03","0.84","0.57","0.56","0.38","generated_task_proxy","0.51","launch_stub_generated"
"occ_27_3041_00","stub_27_3041_00_oversight_strategy","cluster_oversight_strategy","src_internal_stub_2026_03","0.60","0.67","0.26","0.18","generated_task_proxy","0.39","launch_stub_generated"
"occ_27_3041_00","stub_27_3041_00_qa_review","cluster_qa_review","src_internal_stub_2026_03","0.72","0.69","0.45","0.24","generated_task_proxy","0.47","launch_stub_generated"
"occ_27_3041_00","stub_27_3041_00_research_synthesis","cluster_research_synthesis","src_internal_stub_2026_03","0.80","0.61","0.48","0.24","generated_task_proxy","0.47","launch_stub_generated"
"occ_27_3042_00","stub_27_3042_00_client_interaction","cluster_client_interaction","src_internal_stub_2026_03","0.62","0.67","0.28","0.14","generated_task_proxy","0.37","launch_stub_generated"
"occ_27_3042_00","stub_27_3042_00_coordination","cluster_coordination","src_internal_stub_2026_03","0.66","0.69","0.32","0.18","generated_task_proxy","0.40","launch_stub_generated"
"occ_27_3042_00","stub_27_3042_00_documentation","cluster_documentation","src_internal_stub_2026_03","0.78","0.57","0.52","0.20","generated_task_proxy","0.44","launch_stub_generated"
"occ_27_3042_00","stub_27_3042_00_drafting","cluster_drafting","src_internal_stub_2026_03","0.84","0.57","0.56","0.38","generated_task_proxy","0.51","launch_stub_generated"
"occ_27_3042_00","stub_27_3042_00_oversight_strategy","cluster_oversight_strategy","src_internal_stub_2026_03","0.60","0.67","0.26","0.18","generated_task_proxy","0.39","launch_stub_generated"
"occ_27_3042_00","stub_27_3042_00_qa_review","cluster_qa_review","src_internal_stub_2026_03","0.72","0.69","0.45","0.24","generated_task_proxy","0.47","launch_stub_generated"
"occ_27_3042_00","stub_27_3042_00_research_synthesis","cluster_research_synthesis","src_internal_stub_2026_03","0.80","0.61","0.48","0.24","generated_task_proxy","0.47","launch_stub_generated"
"occ_27_3043_00","stub_27_3043_00_client_interaction","cluster_client_interaction","src_internal_stub_2026_03","0.62","0.67","0.28","0.14","generated_task_proxy","0.37","launch_stub_generated"
"occ_27_3043_00","stub_27_3043_00_coordination","cluster_coordination","src_internal_stub_2026_03","0.66","0.69","0.32","0.18","generated_task_proxy","0.40","launch_stub_generated"
"occ_27_3043_00","stub_27_3043_00_documentation","cluster_documentation","src_internal_stub_2026_03","0.78","0.57","0.52","0.20","generated_task_proxy","0.44","launch_stub_generated"
"occ_27_3043_00","stub_27_3043_00_drafting","cluster_drafting","src_internal_stub_2026_03","0.84","0.57","0.56","0.38","generated_task_proxy","0.51","launch_stub_generated"
"occ_27_3043_00","stub_27_3043_00_oversight_strategy","cluster_oversight_strategy","src_internal_stub_2026_03","0.60","0.67","0.26","0.18","generated_task_proxy","0.39","launch_stub_generated"
"occ_27_3043_00","stub_27_3043_00_qa_review","cluster_qa_review","src_internal_stub_2026_03","0.72","0.69","0.45","0.24","generated_task_proxy","0.47","launch_stub_generated"
"occ_27_3043_00","stub_27_3043_00_research_synthesis","cluster_research_synthesis","src_internal_stub_2026_03","0.80","0.61","0.48","0.24","generated_task_proxy","0.47","launch_stub_generated"
"occ_41_3091_00","stub_41_3091_00_client_interaction","cluster_client_interaction","src_internal_stub_2026_03","0.45","0.57","0.08","0.30","generated_task_proxy","0.49","launch_stub_generated"
"occ_41_3091_00","stub_41_3091_00_coordination","cluster_coordination","src_internal_stub_2026_03","0.49","0.59","0.12","0.20","generated_task_proxy","0.42","launch_stub_generated"
"occ_41_3091_00","stub_41_3091_00_decision_support","cluster_decision_support","src_internal_stub_2026_03","0.51","0.61","0.14","0.18","generated_task_proxy","0.40","launch_stub_generated"
"occ_41_3091_00","stub_41_3091_00_documentation","cluster_documentation","src_internal_stub_2026_03","0.61","0.47","0.32","0.18","generated_task_proxy","0.38","launch_stub_generated"
"occ_41_3091_00","stub_41_3091_00_relationship_management","cluster_relationship_management","src_internal_stub_2026_03","0.39","0.55","0.04","0.32","generated_task_proxy","0.50","launch_stub_generated"
