task_name,pct
"advise management on organizing, preparing, or implementing recruiting or retention programs.",0.0019514479743970028
"advise management on short-term and long-term financial objectives, policies, and actions.",0.002875818067532425
"advise management on such matters as equal employment opportunity, sexual harassment and discrimination.",0.002875818067532425
"advise management regarding customer satisfaction, product performance, or suggestions for product improvements.",0.009140993143228065
"advise managers and employees on state and federal employment regulations, collective agreements, benefit and compensation policies, personnel procedures and classification programs.",0.0035947725844155307
"advise managers on organizational policy matters such as equal employment opportunity and sexual harassment, and recommend needed changes.",0.005854343923191008
advise or assist in obtaining patents or meeting other legal requirements.,0.016741369464563758
advise or consult with individuals and institutions regarding issues such as the historical authenticity of materials or the customs of a specific historical period.,0.06809526352764278
"advise or instruct patients regarding preventive dental care, the causes and treatment of dental problems, or oral health care services.",0.03019608970909046
advise participants in use of heat or ultraviolet treatments and hot baths.,0.003697480372541689
advise patients about recommended courses of treatment.,0.0017460323981446867
advise patients about therapeutic exercise and nutritional medicine regimens.,0.004827266041929427
"advise patients and community members concerning diet, activity, hygiene, and disease prevention.",0.009346408719480382
"advise patients and their families on nutritional principles, dietary plans and diet modifications, and food selection and preparation.",0.11000004108311526
"advise patients, parents or guardians, and community members concerning diet, activity, hygiene, and disease prevention.",0.0022595713387754766
"advise personnel about traffic problems, such as construction areas, accidents, congestion, weather conditions, or other hazards.",0.002978525855658583
"advise planning officials on project feasibility, cost-effectiveness, regulatory conformance, or possible alternatives.",0.013146596880148229
advise producers about improved products and techniques that could enhance their animal production efforts.,0.004724558253803269
"advise project teams on subjects such as premarket regulatory requirements, export and labeling requirements, or clinical study compliance issues.",0.007497668533209536
advise students on academic and vocational curricula and on career issues.,0.024239037997773293
"advise students on academic and vocational curricula, and on career issues.",0.009038285355101906
"advise students on academic and vocational curricula, career issues, and laboratory and field research.",0.002567694703153951
"advise students on internships, prospective employers, and job placement services.",0.004005603736920163
"advise students on issues such as course selection, progress toward graduation, and career decisions.",0.0030812336437847413
advocate for accessible health care that minimizes environmental health risks.,0.0034920647962893734
"advocate for patients' and families' needs, or provide emotional support for patients and their families.",0.0018487401862708444
"advocate for sustainability to community groups, government agencies, the general public, or special interest groups.",0.0023622791269016347
"align, adjust, or calibrate equipment according to specifications.",0.012427642363265122
"allocate print space for story text, photos, and illustrations according to space parameters and copy significance, using knowledge of layout principles.",0.011297856693877383
"analyze a script, noting events that affect each character's appearance, so that plans can be made for each scene.",0.012530350151391279
analyze all aspects of corporate logistics to determine the most cost-effective or efficient means of transporting products or supplies.,0.010681609965120435
"analyze and characterize user experiences and institutional settings to assist consumer product developers, technology developers, and software engineers with the design of innovative products and services.",0.006984129592578747
analyze and classify risks and investments to determine their potential impacts on companies.,0.03676938814916457
"analyze and distill climate-related research findings to inform legislators, regulatory agencies, or other stakeholders.",0.005546220558812534
analyze and evaluate patient data or test findings to diagnose nature or extent of mental disorder.,0.004621850465677112
analyze and evaluate robotic systems or prototypes.,0.006265175075695639
"analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",0.040466868521706265
"analyze and implement engineering designs for producing electronic devices and systems and microprocessor-based control applications, applying principles of mathematics, digital signal processing, network analysis, and computer engineering.",0.0015406168218923706
analyze and interpret data to increase the understanding of human social behavior.,0.040980407462337054
analyze and interpret news and information received from various sources to broadcast the information.,0.0026704024912801087
"analyze and interpret patient, nursing, or information systems data to improve nursing services.",0.012324934575138965
"analyze and interpret patients' histories, symptoms, physical findings, or diagnostic information to develop appropriate diagnoses.",0.053099926461223704
"analyze and interpret results from tests such as microbial or parasite tests, urine analyses, hormonal assays, fine needle aspirations (fnas), and polymerase chain reactions (pcrs).",0.03872083612356158
analyze and modify compensation and benefits policies to establish competitive programs and ensure compliance with legal requirements.,0.007189545168831061
"analyze and recommend chemical, biological, or other wastewater treatment methods to prepare water for industrial or domestic use.",0.004827266041929427
analyze and record personnel or operational data and write related activity reports.,0.0016433246100185286
"analyze and record test data to issue reports that use charts, graphs, or narratives.",0.09428574949981308
analyze and report computer network security breaches or attempted breaches.,0.05248367973246675
analyze available data and consult with other scientists to determine parameters of experimentation and suitability of analytical models.,0.022698421175880924
"analyze blueprints and other documentation to prepare time, cost, materials, and labor estimates.",0.0016433246100185286
"analyze building codes, by-laws, space and site requirements, and other technical documents and reports to determine their effect on architectural designs.",0.0016433246100185286
"analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice.",0.06593839997699345
analyze changes designed to improve the environmental performance of complex systems to avoid unintended negative consequences.,0.008730161990723432
analyze characteristics of animals to identify and classify them.,0.03153129095473051
"analyze chromosomes found in biological specimens to aid diagnoses and treatments for genetic diseases such as congenital birth defects, fertility problems, and hematological disorders.",0.0030812336437847413
analyze clinical data using appropriate statistical tools.,0.01776844734582534
"analyze clinical or survey data using statistical approaches such as longitudinal analysis, mixed effect modeling, logistic regression analyses, and model building techniques.",0.005546220558812534
"analyze compensation policies, government regulations, and prevailing wage rates to develop competitive compensation plan.",0.006265175075695639
"analyze competitive market strategies through analysis of related product, market, or share trends.",0.01725490840519455
analyze completed police reports to determine what additional information and investigative work is needed.,0.002567694703153951
"analyze complex systems to determine potential for further development, production, interoperability, compatibility, or usefulness in a particular area, such as aviation.",0.011195148905751224
"analyze computer and information technologies to determine applicability to nursing practice, education, administration and research.",0.008011207473840326
"analyze corporate intelligence data to identify trends, patterns, or warnings indicating threats to security of people, assets, information, or infrastructure.",0.019925310896474657
analyze credit data and financial statements to determine the degree of risk involved in extending credit or lending money.,0.004211019313172479
"analyze data from surveys, old records, or case studies, using statistical software.",0.10578902176994276
"analyze data such as interview notes, test results, and reference manuals to identify symptoms and to diagnose the nature of clients' problems.",0.028860888463450408
analyze data to assess distance learning program status or to inform decisions for distance learning programs.,0.03759105045417384
analyze data to determine answers to questions from customers or members of the public.,0.0722035750526891
analyze data to determine feasibility of product proposals.,0.0031839414319108986
analyze data to determine the effectiveness of specific treatments or therapy approaches.,0.018076570710203813
analyze data to determine the effectiveness of treatments or therapy approaches.,0.015919707159554496
"analyze data to determine validity, quality, and scientific significance and to interpret correlations between human activities and environmental effects.",0.007497668533209536
"analyze data, using statistical methods and applications, to evaluate the outcomes and effectiveness of workplace programs.",0.0022595713387754766
analyze details of sales territories to assess their growth potential and to set quotas.,0.0019514479743970028
"analyze determinants responsible for specific inherited traits, and devise methods for altering traits or producing new traits.",0.0030812336437847413
analyze developments in specific field to determine need for revisions in previously published materials and development of new material.,0.2535855288834842
"analyze electronics system requirements, capacity, cost, or customer needs to determine project feasibility.",0.004827266041929427
analyze employment-related data and prepare required reports.,0.0015406168218923706
analyze energy bills including utility rates or tariffs to gather historical energy usage data.,0.0019514479743970028
analyze equipment performance records to assess equipment functioning.,0.009859947660111171
analyze equipment performance records to determine the need for repair or replacement.,0.006984129592578747
analyze existing development or manufacturing procedures and suggest improvements.,0.004211019313172479
"analyze expenditures and other financial information to develop plans, policies, or budgets for increasing profits or improving services.",0.017460323981446865
analyze experimental data and interpret results to write reports and summaries of findings.,0.13629323484341171
"analyze factors such as weather reports, fuel requirements, or maps to determine air routes.",0.0018487401862708444
analyze financial activities of establishments or departments and provide input into budget planning and preparation processes.,0.022595713387754766
"analyze financial data such as income growth, quality of management, and market share to determine expected profitability of loans.",0.002875818067532425
"analyze financial data to detect irregularities in areas such as billing trends, financial relationships, and regulatory compliance procedures.",0.002773110279406267
analyze financial information obtained from clients to determine strategies for meeting clients' financial objectives.,0.04221290091985095
analyze financial or operational performance of companies facing financial difficulties to identify or recommend remedies.,0.06491132209573187
analyze genetic information to identify patients or families at risk for specific disorders or syndromes.,0.002773110279406267
"analyze geographic distributions of physical and cultural phenomena on local, regional, continental, or global scales.",0.004313727101298638
"analyze geographic information systems (gis) data to identify spatial relationships or display results of analyses, using maps, graphs, or tabular data.",0.004621850465677112
analyze green product marketing or sales trends to forecast future conditions.,0.0026704024912801087
"analyze historical climate information, such as precipitation or temperature records, to help predict future weather or climate trends.",0.0017460323981446867
analyze information from traffic counting programs.,0.008422038626344958
analyze information gathered by investigation and report findings and recommendations.,0.010168071024489645
analyze information obtained from management to conceptualize and define operational problems.,0.02290383675213324
"analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling and information engineering.",0.03502335575101989
"analyze information to determine, recommend, and plan computer specifications and layouts, and peripheral equipment modifications.",0.11020545665936757
"analyze information to determine, recommend, and plan installation of a new system or modification of an existing system.",0.018898233015213078
"analyze information to determine, recommend, and plan layout, including type of computers and peripheral equipment modifications.",0.5994026515042583
"analyze job requirements and content to establish criteria for classification, selection, training, and other related personnel functions.",0.0016433246100185286
analyze laboratory findings to check the accuracy of the results.,0.018076570710203813
"analyze large molecular datasets such as raw microarray data, genomic sequence data, and proteomics data for clinical or basic research purposes.",0.047450998114285006
"analyze logistics data, using methods such as data mining, data modeling, or cost or benefit analysis.",0.003286649220037057
analyze market conditions to determine optimum times to execute securities transactions.,0.019617187532096184
"analyze menus or recipes, standardize recipes, or test new products.",0.004519142677550953
analyze monthly department budgeting and accounting reports to maintain expenditure controls.,0.0017460323981446867
"analyze network data to determine network usage, disk space availability, or server function.",0.014687213702040599
analyze new medical procedures to forecast likely outcomes.,0.0018487401862708444
"analyze operations to evaluate performance of a company or its staff in meeting objectives or to determine areas of potential cost reduction, program improvement, or policy change.",0.048580783783672754
analyze or evaluate dental needs to determine changes or trends in patterns of dental disease.,0.0020541557625231607
"analyze or interpret logistics data involving customer service, forecasting, procurement, manufacturing, inventory, transportation, or warehousing.",0.004621850465677112
"analyze or manipulate bioinformatics data using software packages, statistical applications, or data mining techniques.",0.02136321993024087
analyze or synthesize client data to draw conclusions or make recommendations for art therapy.,0.0033893570081632153
analyze or synthesize client data to draw conclusions or make recommendations for therapy.,0.014892629278292916
"analyze organic or inorganic compounds to determine chemical or physical properties, composition, structure, relationships, or reactions, using chromatography, spectroscopy, or spectrophotometry techniques.",0.2628292298148384
"analyze organizational, occupational, and industrial data to facilitate organizational functions and provide technical information to business, industry, and government.",0.24177413324897598
"analyze originals to evaluate color density, gradation highlights, middle tones, and shadows, using densitometers and knowledge of light and color.",0.006265175075695639
"analyze patient's medical history, medication allergies, physical condition, and examination results to verify operation's necessity and to determine best procedure.",0.002156863550649319
analyze patrons' hair and other physical features to determine and recommend beauty treatment or suggest hair styles.,0.002156863550649319
analyze patrons' requests to determine needed information and assist in furnishing or locating that information.,0.2701214827717956
"analyze performance data to determine effectiveness of instructional systems, courses, or instructional materials.",0.045602257928014166
analyze physical findings and medical histories to make diagnoses according to oriental medicine traditions.,0.006778714016326431
analyze potential loan markets and develop referral networks to locate prospects for loans.,0.005135389406307902
analyze potential loan markets to find opportunities to promote loans and financial services.,0.005340804982560217
analyze prescribing trends to monitor patient compliance and to prevent excessive usage or harmful interactions.,0.0016433246100185286
"analyze price proposals, financial reports, and other data and information to determine reasonable prices.",0.008524746414471117
analyze problems and take appropriate action to ensure continuous and reliable operation of equipment and systems.,0.0017460323981446867
analyze problems to develop solutions involving computer hardware and software.,0.12273580681075884
analyze product complaints and make recommendations regarding their reportability.,0.002875818067532425
"analyze recipes to assign prices to menu items, based on food, labor, and overhead costs.",0.0017460323981446867
"analyze records, reports, test results, or examination information to diagnose medical condition of patient.",0.02464986915027793
"analyze regional energy markets, including energy pricing, market structures, energy generation competition, and energy transmission constraints.",0.005443512770686376
"analyze research data to determine its significance, using computers.",0.07127920495955367
analyze samples of biological material for chemical content or reaction.,0.0033893570081632153
"analyze samples, such as air or water samples, for contaminants or other elements.",0.0018487401862708444
analyze statistical data and reports to identify and determine causes of personnel problems and develop recommendations for improvement of organization's personnel policies and practices.,0.006881421804452588
analyze survey objectives and specifications to prepare survey proposals or to direct others in survey proposal preparation.,0.013146596880148229
analyze system performance or operational requirements.,0.06758172458701198
analyze target companies or investment opportunities to inform investment decisions.,0.08031749031465558
analyze technology trends to identify markets for future product development or to improve sales of existing products.,0.0023622791269016347
"analyze test data for automotive systems, subsystems, or component parts.",0.006162467287569483
"analyze test data, making computations as necessary, to determine test results.",0.1500560784523169
analyze test results and develop a treatment plan.,0.008011207473840326
"analyze test results, machine error messages, or information obtained from operators to diagnose equipment problems.",0.0039028959487940056
analyze the effectiveness of marketing tactics or channels.,0.04067228409795858
"analyze the financial details of past, present, and expected operations to identify development opportunities and areas where improvement is needed.",0.017152200617068392
"analyze the financial impact of proposed logistics changes, such as routing, shipping modes, product volumes or mixes, or carriers.",0.003697480372541689
"analyze the indications, contraindications, risk complications, and cost-benefit tradeoffs of therapeutic interventions.",0.011400564482003541
"analyze the layout, instrumentation, or function of electrical generation or transmission facilities.",0.027628395005936512
"analyze the probable outcomes of cases, using knowledge of legal precedents.",0.01407096697328365
"analyze training needs to design employee development, language training and health and safety programs.",0.0038001881606678474
analyze training needs to develop new training programs or modify and improve existing programs.,0.00729225295695722
"analyze trends in sales prices, construction costs, and rents, to assess property values or determine the accuracy of assessments.",0.005957051711317166
analyze user needs and recommend appropriate hardware.,0.0018487401862708444
analyze user needs and software requirements to determine feasibility of design within time and cost constraints.,0.3365734216894199
analyze user needs to determine technical requirements.,0.0016433246100185286
analyze x-rays to locate the sources of patients' difficulties and to rule out fractures or diseases as sources of problems.,0.0020541557625231607
"analyze, estimate, or report production costs.",0.0034920647962893734
"analyze, fabricate, or test fiber-optic links.",0.0019514479743970028
"analyze, interpret, or create graphical representations of energy data, using engineering software.",0.13393095571651006
"analyze, interpret, or disseminate system performance data.",0.06634923112949809
"announce musical selections, station breaks, commercials, or public service information, and accept requests from listening audience.",0.0031839414319108986
answer applicants' questions about benefits and claim procedures.,0.008113915261966484
answer clients' questions about the purposes and details of financial plans and strategies.,0.0724089906289414
"answer clients' questions regarding construction work, financing, maintenance, repairs, and appraisals.",0.011195148905751224
"answer customer inquiries or explain cost, availability, policies, and procedures of facilities.",0.015611583795176022
"answer customer questions related to energy sales procedures, energy markets, or alternative energy sources.",0.0016433246100185286
answer customers' questions about merchandise and advise customers on merchandise selection.,0.004519142677550953
"answer customers' questions about products, prices, availability, or credit terms.",0.04591038129239264
"answer customers' questions about products, prices, availability, product uses, and credit terms.",0.09223159373728991
"answer customers' questions, and explain available services such as deposit accounts, bonds, and securities.",0.0016433246100185286
"answer customers' questions, and provide information on procedures or policies.",0.15375355882485858
"answer inquiries from current or prospective customers regarding methods, materials, or price ranges.",0.07004671150203978
"answer inquiries from the general public regarding judicial procedures, court appearances, trial dates, adjournments, outstanding warrants, summonses, subpoenas, witness fees, or payment of fines.",0.006778714016326431
answer inquiries from the public concerning animal control operations.,0.005032681618181743
"answer inquiries pertaining to hotel policies and services, and resolve occupants' complaints.",0.0022595713387754766
"answer inquiries pertaining to hotel services, guest registration, and travel directions, or make recommendations regarding shopping, dining, or entertainment.",0.007497668533209536
"answer inquiries regarding information such as schedules, accommodations, procedures, and policies.",0.04652662802114959
"answer passengers' questions about flights, aircraft, weather, travel routes and services, arrival times, or schedules.",0.005032681618181743
answer questions about product features and benefits.,0.011811395634508174
answer questions about records or files.,0.07436043860333841
answer questions and provide future tax planning to clients.,0.007394960745083378
"answer questions from passengers concerning train rules, stations, and timetable information.",0.004108311525046321
answer questions from taxpayers and assist them in completing tax forms.,0.005957051711317166
answer questions from the public and media.,0.011092441117625067
"answer questions or provide advice to the public regarding licensing policies, procedures, or regulations.",0.011195148905751224
"answer questions regarding examinations, eligibility, salaries, benefits, and other pertinent information.",0.008730161990723432
"answer questions regarding mail regulations and procedures, postage rates, and post office boxes.",0.0020541557625231607
answer questions regarding the store and its merchandise.,0.05073764733432207
"answer telephone calls to take messages, answer questions, and provide information during non-business hours or when switchboard is closed.",0.002875818067532425
answer telephones and direct calls to appropriate staff.,0.009551824295732696
"answer telephones and give information to callers, take messages, or transfer calls to appropriate individuals.",0.012941181303895911
"answer telephones, and route calls or deliver messages.",0.014481798125788283
"answer telephones, direct calls, and take messages.",0.025985070395917978
"answer telephones, responding to questions or requests.",0.009346408719480382
answer user inquiries regarding computer software or hardware operation to resolve problems.,0.014892629278292916
"apply analytic methods or tools to understand, predict, or control logistics operations or processes.",0.0016433246100185286
"apply caulk, sealants, or other agents to installed surfaces.",0.002156863550649319
"apply elements of music theory to create musical and tonal structures, including harmonies and melodies.",0.005032681618181743
apply finger and hand pressure to specific points of the body.,0.004621850465677112
"apply mathematical or statistical techniques to address practical issues in finance, such as derivative valuation, securities trading, risk management, or financial market regulation.",0.053408049825602176
"apply meteorological knowledge to issues such as global warming, pollution control, or ozone depletion.",0.003286649220037057
"apply modeling or quantitative analysis to forecast events, such as human decisions or behaviors, the structure or processes of organizations, or the attitudes or actions of human groups.",0.003286649220037057
"apply nanotechnology to improve the performance or reduce the environmental impact of energy products, such as fuel cells or solar cells.",0.008524746414471117
"apply relevant laws, regulations, policies, or precedents to reach conclusions.",0.009243700931354223
apply research or simulation results to extend biological theory or recommend new research projects.,0.002156863550649319
apply selected research findings to practice.,0.006367882863821797
"apply standardized mathematical formulas, principles, and methodology to the solution of technological problems involving engineering or physical science.",0.0016433246100185286
"apply story development, directing, cinematography, and editing to animation to create storyboards that show the flow of the animation and map out key scenes and characters.",0.006470590651947956
"apply theoretical expertise and innovation to create or apply new technology, such as adapting principles for applying computers to new uses.",0.0033893570081632153
"appraise property values, assessing income potential when relevant.",0.009449116507606539
"approve, prepare, monitor, and adjust operational budgets.",0.002156863550649319
"arrange and mount typeset material and illustrations into paste-ups for printing reproduction, based on artists' or editors' layouts.",0.005648928346938691
"arrange conference, meeting, or travel reservations for office personnel.",0.0016433246100185286
"arrange financing of deals from sources such as financial institutions, agencies, or public or private companies.",0.002156863550649319
arrange for advertising or posting of job vacancies and notify eligible workers of position availability.,0.009551824295732696
arrange for financing of property purchases.,0.003697480372541689
"arrange for special transport of sensitive cargoes, such as livestock, food, or medical supplies.",0.0022595713387754766
"arrange tours, taxis, or restaurant reservations for customers.",0.0019514479743970028
"ask questions in accordance with instructions to obtain various specified information, such as person's name, address, age, religious preference, or state of residency.",0.03841271275918311
ask questions that will help clients identify their feelings and behaviors.,0.016433246100185286
"assemble and compile documents for loan closings, such as title abstracts, insurance forms, loan forms, and tax receipts.",0.012633057939517437
"assemble, maintain, or distribute information for library or record systems.",0.007189545168831061
"assemble, operate, or maintain field or laboratory testing, measuring, or mechanical equipment.",0.0033893570081632153
"assemble, test, or maintain circuitry or electronic components, according to engineering instructions, technical manuals, or knowledge of electronics, using hand or power tools.",0.0016433246100185286
"assemble, typeset, scan and produce digital camera-ready art or film negatives and printer's proofs.",0.013146596880148229
assess cardiac physiology and calculate valve areas from blood flow velocity measurements.,0.0022595713387754766
"assess clients' overall financial situation by reviewing income, assets, debts, expenses, credit reports, or other financial information.",0.00575163613506485
"assess cost effectiveness of products, projects or services, tracking actual costs relative to bids as the project develops.",0.005648928346938691
"assess current or future customer needs and priorities through communicating directly with customers, conducting surveys, or other methods.",0.004211019313172479
"assess effectiveness and efficiency of instruction according to ease of instructional technology use and student learning, knowledge transfer, and satisfaction.",0.0022595713387754766
"assess electrical components for consumer electronics applications, such as fuel cells for consumer electronic devices, power saving devices for computers or televisions, or energy efficient power chargers.",0.0015406168218923706
"assess nutritional needs of patients, plan special menus, supervise the assembly of regular and special diet trays, and oversee the delivery of food trolleys to hospital patients.",0.0015406168218923706
"assess nutritional needs, diet restrictions and current health plans to develop and implement dietary-care plans and provide nutritional counseling.",0.025060700302782558
assess patients for risk of suicide attempts.,0.007703084109461853
"assess project feasibility by analyzing technology, resource needs, and market demand.",0.003286649220037057
assess risks to mitigate potential consequences of incidents and develop a plan to respond to incidents.,0.028347349522819615
assess students' dancing abilities to determine where improvement or change is needed.,0.002464986915027793
"assess the costs and benefits of various activities, policies, or regulations that affect the environment or natural resource stocks.",0.0018487401862708444
"assess the identity, strength, or purity of medications.",0.04118582303858937
assess the nature and level of threats so that the scope of the problem can be determined.,0.008011207473840326
assess the usefulness of pre-developed application packages and adapt them to a user environment.,0.09182076258478528
assist clients in obtaining insurance reimbursements.,0.0022595713387754766
assist customers by providing information and resolving their complaints.,0.008524746414471117
"assist engineers in the design, configuration, or application of robotic systems.",0.011297856693877383
"assist engineers to design or develop electrochemical devices, such as solid oxide membranes or other products for sustainable applications.",0.0034920647962893734
"assist in delivery, care, or feeding of infants.",0.002156863550649319
assist in laying out material for publication.,0.011605980058255857
assist in locating housing for displaced individuals.,0.00523809719443406
"assist in planning food budgets, using charts or sample budgets.",0.0019514479743970028
assist in selection of financial award candidates using electronic databases to certify loan eligibility.,0.01304388909202207
assist in setting up or optimizing analytics tools for tracking visitors' behaviors.,0.0023622791269016347
"assist in the assessment, acquisition, or deployment of new electronic document management systems.",0.014892629278292916
assist individuals in filling out applications or questionnaires.,0.0017460323981446867
"assist nanoscientists, engineers, or technologists in writing process specifications or documentation.",0.0030812336437847413
assist patients in organizing their health care system activities.,0.002773110279406267
assist scientists or engineers in the conduct of photonic experiments.,0.005648928346938691
assist students who need extra help with their coursework outside of class.,0.620663163646373
"attend book launches and publicity events, or conduct public readings.",0.0034920647962893734
attend investment briefings or consult financial media to stay abreast of relevant investment markets.,0.0018487401862708444
attend or make presentations at community events to promote funeral home services or build community relationships.,0.002464986915027793
attend or view productions to maintain knowledge of available actors.,0.004929973830055586
"attend to the needs of the bereaved, such as by offering comfort, counseling, or after care programs.",0.006367882863821797
authenticate and appraise historical documents and archival materials.,0.004005603736920163
"author or publish professional articles, internal documents, and instructional materials.",0.012838473515769755
authorize payment of invoices or return of merchandise.,0.0023622791269016347
back up files from web sites to local directories for instant recovery in case of problems.,0.002156863550649319
back up network data.,0.003697480372541689
"bake, roast, broil, and steam meats, fish, vegetables, and other foods.",0.01571429158330218
"become familiar with digging plans, machine capabilities and limitations, and with efficient and safe digging procedures in a given application.",0.0017460323981446867
"break systems into their component parts, assign numerical values to each component, and examine the mathematical relationships between them.",0.09931843111799482
broadcast weather reports and warnings.,0.004211019313172479
"build and maintain databases of information about energy alternatives, pollutants, natural environments, industrial processes, and other information related to ecological change.",0.0016433246100185286
build and update digital databases.,0.004724558253803269
build or assemble robotic devices or systems.,0.0016433246100185286
"build, calibrate, maintain, troubleshoot, or repair electrical instruments or testing equipment.",0.011195148905751224
"buy or sell stocks, bonds, commodity futures, foreign currencies, or other securities on behalf of investment dealers.",0.002978525855658583
calculate amount of debt and funds available to plan methods of payoff and to estimate time for debt liquidation.,0.02516340809090872
"calculate amounts of required materials and estimate costs, based on surface measurements or work orders.",0.002567694703153951
"calculate and prepare checks for utilities, taxes, and other payments.",0.0034920647962893734
"calculate and quote rates for tours, stocks, insurance policies, or other products or services.",0.022082174447123976
"calculate costs of materials, overhead, and other expenses, based on estimates, quotations and price lists.",0.016535953888311444
"calculate costs of orders, and charge or forward invoices to appropriate accounts.",0.002567694703153951
calculate costs or savings for water- or energy-efficient appliances or systems.,0.004313727101298638
"calculate dimensions or tolerances, using instruments such as micrometers or vernier calipers.",0.0281419339465673
"calculate dimensions, square footage, profile and component specifications, and material quantities using calculator or computer.",0.0020541557625231607
"calculate figures, such as required amounts of labor or materials, manufacturing costs, or wages, using pricing schedules, adding machines, calculators, or computers.",0.01879552522708692
calculate load estimates or equipment requirements to determine required control settings.,0.0026704024912801087
calculate material requirements or yields according to formulas.,0.0018487401862708444
"calculate orbits and determine sizes, shapes, brightness, and motions of different celestial bodies.",0.02033614204897929
calculate potential energy savings by comparing estimated energy consumption of proposed design to baseline standards.,0.004313727101298638
