"occupation_id","onet_task_id","task_statement","task_type","importance","frequency","source_mix","notes"
"occ_13_1071_00","18856","Confer with management to develop or implement personnel policies or procedures.","Core","0.75","0.00","src_onet_30_1","onet_normalized"
"occ_13_1071_00","18857","Contact job applicants to inform them of the status of their applications.","Core","0.73","1.00","src_onet_30_1","onet_normalized"
"occ_13_1071_00","18858","Develop or implement recruiting strategies to meet current or anticipated staffing needs.","Core","0.68","0.66","src_onet_30_1","onet_normalized"
"occ_13_1071_00","18859","Hire employees and process hiring-related paperwork.","Core","0.88","1.00","src_onet_30_1","onet_normalized"
"occ_13_1071_00","18860","Inform job applicants of details such as duties and responsibilities, compensation, benefits, schedules, working conditions, or promotion opportunities.","Core","0.79","0.10","src_onet_30_1","onet_normalized"
"occ_13_1071_00","18861","Interpret and explain human resources policies, procedures, laws, standards, or regulations.","Core","0.92","0.50","src_onet_30_1","onet_normalized"
"occ_13_1071_00","18862","Interview job applicants to obtain information on work history, training, education, or job skills.","Core","0.72","1.00","src_onet_30_1","onet_normalized"
"occ_13_1071_00","18863","Maintain and update human resources documents, such as organizational charts, employee handbooks or directories, or performance evaluation forms.","Core","0.75","0.00","src_onet_30_1","onet_normalized"
"occ_13_1071_00","18864","Maintain current knowledge of Equal Employment Opportunity (EEO) and affirmative action guidelines and laws, such as the Americans with Disabilities Act (ADA).","Core","0.86","0.11","src_onet_30_1","onet_normalized"
"occ_13_1071_00","18865","Perform searches for qualified job candidates, using sources such as computer databases, networking, Internet recruiting resources, media advertisements, job fairs, recruiting firms, or employee referrals.","Core","0.71","1.00","src_onet_30_1","onet_normalized"
"occ_13_1071_00","18866","Prepare or maintain employment records related to events, such as hiring, termination, leaves, transfers, or promotions, using human resources management system software.","Core","0.83","0.24","src_onet_30_1","onet_normalized"
"occ_13_1071_00","18867","Provide management with information or training related to interviewing, performance appraisals, counseling techniques, or documentation of performance issues.","Core","0.71","0.00","src_onet_30_1","onet_normalized"
"occ_13_1071_00","18868","Review employment applications and job orders to match applicants with job requirements.","Core","0.79","1.00","src_onet_30_1","onet_normalized"
"occ_13_1071_00","18869","Schedule or administer skill, intelligence, psychological, or drug tests for current or prospective employees.","Supplemental","0.83","0.70","src_onet_30_1","onet_normalized"
"occ_13_1071_00","18870","Schedule or conduct new employee orientations.","Core","0.78","0.27","src_onet_30_1","onet_normalized"
"occ_13_1071_00","18871","Select qualified job applicants or refer them to managers, making hiring recommendations when appropriate.","Core","0.79","1.00","src_onet_30_1","onet_normalized"
"occ_13_1071_00","18872","Advise management on organizing, preparing, or implementing recruiting or retention programs.","Core","0.68","1.00","src_onet_30_1","onet_normalized"
"occ_13_1071_00","18873","Coordinate with outside staffing agencies to secure temporary employees, based on departmental needs.","Supplemental","0.64","0.43","src_onet_30_1","onet_normalized"
"occ_13_1071_00","18874","Evaluate recruitment or selection criteria to ensure conformance to professional, statistical, or testing standards, recommending revisions, as needed.","Supplemental","0.74","0.69","src_onet_30_1","onet_normalized"
"occ_13_1071_00","18875","Evaluate selection or testing techniques by conducting research or follow-up activities and conferring with management or supervisory personnel.","Supplemental","0.62","0.00","src_onet_30_1","onet_normalized"
"occ_13_1071_00","18876","Review and evaluate applicant qualifications or eligibility for specified licensing, according to established guidelines and designated licensing codes.","Supplemental","0.78","1.00","src_onet_30_1","onet_normalized"
"occ_13_1071_00","21097","Administer employee benefit plans.","Supplemental","0.86","0.51","src_onet_30_1","onet_normalized"
"occ_13_1081_00","20847","Perform managerial duties such as hiring and training employees and overseeing facility needs or requirements.","Core","0.75","0.59","src_onet_30_1","onet_normalized"
"occ_13_1081_00","8932","Maintain and develop positive business relationships with a customer's key personnel involved in, or directly relevant to, a logistics activity.","Core","0.86","1.00","src_onet_30_1","onet_normalized"
"occ_13_1081_00","8933","Develop an understanding of customers' needs and take actions to ensure that such needs are met.","Core","0.83","1.00","src_onet_30_1","onet_normalized"
"occ_13_1081_00","8934","Direct availability and allocation of materials, supplies, and finished products.","Core","0.77","1.00","src_onet_30_1","onet_normalized"
"occ_13_1081_00","8935","Collaborate with other departments as necessary to meet customer requirements, to take advantage of sales opportunities or, in the case of shortages, to minimize negative impacts on a business.","Core","0.74","0.00","src_onet_30_1","onet_normalized"
"occ_13_1081_00","8936","Protect and control proprietary materials.","Core","0.72","0.56","src_onet_30_1","onet_normalized"
"occ_13_1081_00","8937","Review logistics performance with customers against targets, benchmarks, and service agreements.","Core","0.78","0.00","src_onet_30_1","onet_normalized"
"occ_13_1081_00","8938","Develop and implement technical project management tools, such as plans, schedules, and responsibility and compliance matrices.","Core","0.66","0.00","src_onet_30_1","onet_normalized"
"occ_13_1081_00","8939","Direct team activities, establishing task priorities, scheduling and tracking work assignments, providing guidance, and ensuring the availability of resources.","Core","0.75","0.56","src_onet_30_1","onet_normalized"
"occ_13_1081_00","8940","Report project plans, progress, and results.","Core","0.73","0.00","src_onet_30_1","onet_normalized"
"occ_13_1081_00","8941","Direct and support the compilation and analysis of technical source data necessary for product development.","Core","0.55","0.67","src_onet_30_1","onet_normalized"
"occ_13_1081_00","8942","Explain proposed solutions to customers, management, or other interested parties through written proposals and oral presentations.","Core","0.76","0.56","src_onet_30_1","onet_normalized"
"occ_13_1081_00","8943","Develop proposals that include documentation for estimates.","Core","0.78","0.00","src_onet_30_1","onet_normalized"
"occ_13_1081_00","8944","Plan, organize, and execute logistics support activities, such as maintenance planning, repair analysis, and test equipment recommendations.","Core","0.58","0.71","src_onet_30_1","onet_normalized"
"occ_13_1081_00","8945","Provide project management services, including the provision and analysis of technical data.","Core","0.65","0.00","src_onet_30_1","onet_normalized"
"occ_13_1081_00","8946","Participate in the assessment and review of design alternatives and design change proposal impacts.","Core","0.57","0.00","src_onet_30_1","onet_normalized"
"occ_13_1081_00","8947","Support the development of training materials and technical manuals.","Core","0.50","0.00","src_onet_30_1","onet_normalized"
"occ_13_1081_00","8948","Stay informed of logistics technology advances and apply appropriate technology to improve logistics processes.","Core","0.68","0.53","src_onet_30_1","onet_normalized"
"occ_13_1081_00","8949","Redesign the movement of goods to maximize value and minimize costs.","Core","0.76","0.00","src_onet_30_1","onet_normalized"
"occ_13_1081_00","8950","Manage subcontractor activities, reviewing proposals, developing performance specifications, and serving as liaisons between subcontractors and organizations.","Core","0.79","0.00","src_onet_30_1","onet_normalized"
"occ_13_1081_00","8951","Manage the logistical aspects of product life cycles, including coordination or provisioning of samples, and the minimization of obsolescence.","Core","0.61","0.00","src_onet_30_1","onet_normalized"
"occ_13_1081_00","8952","Perform system lifecycle cost analysis and develop component studies.","Core","0.59","0.56","src_onet_30_1","onet_normalized"
"occ_13_1082_00","21462","Assign duties or responsibilities to project personnel.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
"occ_13_1082_00","21463","Communicate with key stakeholders to determine project requirements and objectives.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
"occ_13_1082_00","21464","Confer with project personnel to identify and resolve problems.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
"occ_13_1082_00","21465","Create project status presentations for delivery to customers or project personnel.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
"occ_13_1082_00","21466","Develop or update project plans including information such as objectives, technologies, schedules, funding, and staffing.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
"occ_13_1082_00","21467","Identify project needs such as resources, staff, or finances by reviewing project objectives and schedules.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
"occ_13_1082_00","21468","Identify, review, or select vendors or consultants to meet project needs.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
"occ_13_1082_00","21469","Monitor costs incurred by project staff to identify budget issues.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
"occ_13_1082_00","21470","Monitor project milestones and deliverables.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
"occ_13_1082_00","21471","Monitor the performance of project team members to provide performance feedback.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
"occ_13_1082_00","21472","Negotiate with project stakeholders or suppliers to obtain resources or materials.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
"occ_13_1082_00","21473","Plan, schedule, or coordinate project activities to meet deadlines.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
"occ_13_1082_00","21474","Prepare and submit budget estimates, progress reports, or cost tracking reports.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
"occ_13_1082_00","21475","Produce and distribute project documents.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
"occ_13_1082_00","21476","Propose, review, or approve modifications to project plans.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
"occ_13_1082_00","21477","Recruit or hire project personnel.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
"occ_13_1082_00","21478","Report project status, such as budget, resources, technical issues, or customer satisfaction, to managers.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
"occ_13_1082_00","21479","Request and review project updates to ensure deadlines are met.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
"occ_13_1082_00","21480","Schedule or facilitate project meetings.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
"occ_13_1082_00","21481","Submit project deliverables to clients, ensuring adherence to quality standards.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
"occ_13_1111_00","7276","Gather and organize information on problems or procedures.","Core","0.87","0.63","src_onet_30_1","onet_normalized"
"occ_13_1111_00","7277","Analyze data gathered and develop solutions or alternative methods of proceeding.","Core","0.86","0.00","src_onet_30_1","onet_normalized"
"occ_13_1111_00","7278","Confer with personnel concerned to ensure successful functioning of newly implemented systems or procedures.","Core","0.87","0.00","src_onet_30_1","onet_normalized"
"occ_13_1111_00","7279","Develop and implement records management program for filing, protection, and retrieval of records, and assure compliance with program.","Core","0.65","0.00","src_onet_30_1","onet_normalized"
"occ_13_1111_00","7280","Review forms and reports and confer with management and users about format, distribution, and purpose, identifying problems and improvements.","Core","0.69","0.00","src_onet_30_1","onet_normalized"
"occ_13_1111_00","7281","Interview personnel and conduct on-site observation to ascertain unit functions, work performed, and methods, equipment, and personnel used.","Core","0.77","0.00","src_onet_30_1","onet_normalized"
"occ_13_1111_00","7282","Document findings of study and prepare recommendations for implementation of new systems, procedures, or organizational changes.","Core","0.81","0.00","src_onet_30_1","onet_normalized"
"occ_13_1111_00","7283","Prepare manuals and train workers in use of new forms, reports, procedures or equipment, according to organizational policy.","Core","0.71","0.00","src_onet_30_1","onet_normalized"
"occ_13_1111_00","7284","Design, evaluate, recommend, and approve changes of forms and reports.","Core","0.55","0.00","src_onet_30_1","onet_normalized"
"occ_13_1111_00","7285","Plan study of work problems and procedures, such as organizational change, communications, information flow, integrated production methods, inventory control, or cost analysis.","Core","0.77","0.00","src_onet_30_1","onet_normalized"
"occ_13_1111_00","7286","Recommend purchase of storage equipment and design area layout to locate equipment in space available.","Supplemental","0.55","1.00","src_onet_30_1","onet_normalized"
"occ_13_1151_00","100","Coordinate recruitment and placement of training program participants.","Core","0.64","0.00","src_onet_30_1","onet_normalized"
"occ_13_1151_00","101","Evaluate training materials prepared by instructors, such as outlines, text, or handouts.","Core","0.75","0.00","src_onet_30_1","onet_normalized"
"occ_13_1151_00","102","Develop alternative training methods if expected improvements are not seen.","Core","0.77","0.00","src_onet_30_1","onet_normalized"
"occ_13_1151_00","103","Assess training needs through surveys, interviews with employees, focus groups, or consultation with managers, instructors, or customer representatives.","Core","0.86","0.00","src_onet_30_1","onet_normalized"
"occ_13_1151_00","105","Select and assign instructors to conduct training.","Core","0.62","0.00","src_onet_30_1","onet_normalized"
"occ_13_1151_00","106","Devise programs to develop executive potential among employees in lower-level positions.","Core","0.70","0.00","src_onet_30_1","onet_normalized"
"occ_13_1151_00","108","Negotiate contracts with clients for desired training outcomes, fees, or expenses.","Core","0.62","0.00","src_onet_30_1","onet_normalized"
"occ_13_1151_00","111","Refer trainees to employer relations representatives, to locations offering job placement assistance, or to appropriate social services agencies, if warranted.","Supplemental","0.46","0.00","src_onet_30_1","onet_normalized"
"occ_13_1151_00","19558","Develop or implement training programs related to efficiency, recycling, or other issues with environmental impacts.","Supplemental","0.40","0.00","src_onet_30_1","onet_normalized"
"occ_13_1151_00","19559","Evaluate modes of training delivery, such as in-person or virtual, to optimize training effectiveness, training costs, or environmental impacts.","Core","0.86","0.59","src_onet_30_1","onet_normalized"
"occ_13_1151_00","20474","Design, plan, organize, or direct orientation and training programs for employees or customers.","Core","0.83","0.00","src_onet_30_1","onet_normalized"
"occ_13_1151_00","20475","Obtain, organize, or develop training procedure manuals, guides, or course materials, such as handouts or visual materials.","Core","0.91","0.00","src_onet_30_1","onet_normalized"
"occ_13_1151_00","20476","Monitor training costs and prepare budget reports to justify expenditures.","Core","0.70","0.00","src_onet_30_1","onet_normalized"
"occ_13_1151_00","20477","Supervise, evaluate, or refer instructors to skill development classes.","Core","0.60","0.00","src_onet_30_1","onet_normalized"
"occ_13_1151_00","93","Keep up with developments in area of expertise by reading current journals, books, or magazine articles.","Core","0.68","0.00","src_onet_30_1","onet_normalized"
"occ_13_1151_00","94","Present information with a variety of instructional techniques or formats, such as role playing, simulations, team exercises, group discussions, videos, or lectures.","Core","0.91","0.59","src_onet_30_1","onet_normalized"
"occ_13_1151_00","95","Schedule classes based on availability of classrooms, equipment, or instructors.","Core","0.56","0.00","src_onet_30_1","onet_normalized"
"occ_13_1151_00","97","Offer specific training programs to help workers maintain or improve job skills.","Core","0.86","0.00","src_onet_30_1","onet_normalized"
"occ_13_1151_00","98","Monitor, evaluate, or record training activities or program effectiveness.","Core","0.85","0.00","src_onet_30_1","onet_normalized"
"occ_13_1151_00","99","Attend meetings or seminars to obtain information for use in training programs or to inform management of training program status.","Core","0.67","0.00","src_onet_30_1","onet_normalized"
"occ_13_1161_00","5433","Collect and analyze data on customer demographics, preferences, needs, and buying habits to identify potential markets and factors affecting product demand.","Core","0.84","0.00","src_onet_30_1","onet_normalized"
"occ_13_1161_00","5434","Prepare reports of findings, illustrating data graphically and translating complex findings into written text.","Core","0.90","0.59","src_onet_30_1","onet_normalized"
"occ_13_1161_00","5435","Measure and assess customer and employee satisfaction.","Core","0.83","0.00","src_onet_30_1","onet_normalized"
"occ_13_1161_00","5436","Forecast and track marketing and sales trends, analyzing collected data.","Core","0.74","0.00","src_onet_30_1","onet_normalized"
"occ_13_1161_00","5437","Seek and provide information to help companies determine their position in the marketplace.","Core","0.74","0.00","src_onet_30_1","onet_normalized"
"occ_13_1161_00","5438","Measure the effectiveness of marketing, advertising, and communications programs and strategies.","Core","0.77","0.00","src_onet_30_1","onet_normalized"
"occ_13_1161_00","5439","Conduct research on consumer opinions and marketing strategies, collaborating with marketing professionals, statisticians, pollsters, and other professionals.","Core","0.84","1.00","src_onet_30_1","onet_normalized"
"occ_13_1161_00","5440","Attend staff conferences to provide management with information and proposals concerning the promotion, distribution, design, and pricing of company products or services.","Core","0.66","0.00","src_onet_30_1","onet_normalized"
"occ_13_1161_00","5441","Gather data on competitors and analyze their prices, sales, and method of marketing and distribution.","Core","0.74","0.00","src_onet_30_1","onet_normalized"
"occ_13_1161_00","5442","Monitor industry statistics and follow trends in trade literature.","Core","0.69","0.00","src_onet_30_1","onet_normalized"
"occ_13_1161_00","5443","Devise and evaluate methods and procedures for collecting data, such as surveys, opinion polls, or questionnaires, or arrange to obtain existing data.","Core","0.82","1.00","src_onet_30_1","onet_normalized"
"occ_13_1161_00","5444","Develop and implement procedures for identifying advertising needs.","Core","0.52","0.00","src_onet_30_1","onet_normalized"
"occ_13_1161_00","5445","Direct trained survey interviewers.","Core","0.62","0.00","src_onet_30_1","onet_normalized"
"occ_13_2011_00","21505","Prepare detailed reports on audit findings.","Core","0.90","0.00","src_onet_30_1","onet_normalized"
"occ_13_2011_00","21506","Report to management about asset utilization and audit results, and recommend changes in operations and financial activities.","Core","0.89","0.00","src_onet_30_1","onet_normalized"
"occ_13_2011_00","21507","Collect and analyze data to detect deficient controls, duplicated effort, extravagance, fraud, or non-compliance with laws, regulations, and management policies.","Core","0.88","0.00","src_onet_30_1","onet_normalized"
"occ_13_2011_00","21508","Inspect account books and accounting systems for efficiency, effectiveness, and use of accepted accounting procedures to record transactions.","Core","0.88","0.67","src_onet_30_1","onet_normalized"
"occ_13_2011_00","21509","Supervise auditing of establishments, and determine scope of investigation required.","Core","0.88","0.67","src_onet_30_1","onet_normalized"
"occ_13_2011_00","21510","Confer with company officials about financial and regulatory matters.","Core","0.82","0.00","src_onet_30_1","onet_normalized"
"occ_13_2011_00","21511","Examine and evaluate financial and information systems, recommending controls to ensure system reliability and data integrity.","Core","0.82","0.00","src_onet_30_1","onet_normalized"
"occ_13_2011_00","21512","Inspect cash on hand, notes receivable and payable, negotiable securities, and canceled checks to confirm records are accurate.","Core","0.81","0.67","src_onet_30_1","onet_normalized"
"occ_13_2011_00","21513","Examine records and interview workers to ensure recording of transactions and compliance with laws and regulations.","Core","0.81","0.63","src_onet_30_1","onet_normalized"
"occ_13_2011_00","21514","Prepare, examine, or analyze accounting records, financial statements, or other financial reports to assess accuracy, completeness, and conformance to reporting and procedural standards.","Core","0.81","0.00","src_onet_30_1","onet_normalized"
"occ_13_2011_00","21515","Prepare adjusting journal entries.","Core","0.81","0.00","src_onet_30_1","onet_normalized"
"occ_13_2011_00","21516","Review accounts for discrepancies and reconcile differences.","Core","0.81","0.00","src_onet_30_1","onet_normalized"
"occ_13_2011_00","21517","Establish tables of accounts and assign entries to proper accounts.","Core","0.78","0.29","src_onet_30_1","onet_normalized"
"occ_13_2011_00","21518","Examine inventory to verify journal and ledger entries.","Core","0.78","0.00","src_onet_30_1","onet_normalized"
"occ_13_2011_00","21519","Analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice.","Core","0.76","0.00","src_onet_30_1","onet_normalized"
"occ_13_2011_00","21520","Report to management regarding the finances of establishment.","Core","0.76","0.61","src_onet_30_1","onet_normalized"
"occ_13_2011_00","21521","Develop, implement, modify, and document recordkeeping and accounting systems, making use of current computer technology.","Core","0.75","0.64","src_onet_30_1","onet_normalized"
"occ_13_2011_00","21522","Evaluate taxpayer finances to determine tax liability, using knowledge of interest and discount rates, annuities, valuation of stocks and bonds, and amortization valuation of depletable assets.","Core","0.70","0.00","src_onet_30_1","onet_normalized"
"occ_13_2011_00","21523","Examine whether the organization's objectives are reflected in its management activities, and whether employees understand the objectives.","Core","0.67","0.00","src_onet_30_1","onet_normalized"
"occ_13_2011_00","21524","Audit payroll and personnel records to determine unemployment insurance premiums, workers' compensation coverage, liabilities, and compliance with tax laws.","Core","0.62","0.00","src_onet_30_1","onet_normalized"
"occ_13_2011_00","21525","Review taxpayer accounts, and conduct audits on-site, by correspondence, or by summoning taxpayer to office.","Supplemental","0.80","0.00","src_onet_30_1","onet_normalized"
"occ_13_2011_00","21526","Compute taxes owed and prepare tax returns, ensuring compliance with payment, reporting, or other tax requirements.","Supplemental","0.78","0.00","src_onet_30_1","onet_normalized"
"occ_13_2011_00","21527","Advise clients in areas such as compensation, employee health care benefits, the design of accounting or data processing systems, or long-range tax or estate plans.","Supplemental","0.78","0.00","src_onet_30_1","onet_normalized"
"occ_13_2011_00","21529","Direct activities of personnel engaged in filing, recording, compiling, and transmitting financial records.","Supplemental","0.70","0.00","src_onet_30_1","onet_normalized"
"occ_13_2011_00","21530","Conduct pre-implementation audits to determine if systems and programs under development will work as planned.","Supplemental","0.67","0.00","src_onet_30_1","onet_normalized"
"occ_13_2011_00","21531","Develop, maintain, or analyze budgets, preparing periodic reports that compare budgeted costs to actual costs.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
"occ_13_2011_00","21532","Prepare, analyze, or verify annual reports, financial statements, and other records, using accepted accounting and statistical procedures to assess financial condition and facilitate financial planning.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
"occ_13_2011_00","21533","Process invoices for payment.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
"occ_13_2011_00","21534","Review data about material assets, net worth, liabilities, capital stock, surplus, income, or expenditures.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
"occ_13_2051_00","21579","Advise clients on aspects of capitalization, such as amounts, sources, or timing.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
"occ_13_2051_00","21580","Analyze financial or operational performance of companies facing financial difficulties to identify or recommend remedies.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
"occ_13_2051_00","21581","Assess companies as investments for clients by examining company facilities.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
"occ_13_2051_00","21582","Collaborate on projects with other professionals, such as lawyers, accountants, or public relations experts.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
"occ_13_2051_00","21583","Collaborate with investment bankers to attract new corporate clients.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
"occ_13_2051_00","21584","Conduct financial analyses related to investments in green construction or green retrofitting projects.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
"occ_13_2051_00","21585","Confer with clients to restructure debt, refinance debt, or raise new debt.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
"occ_13_2051_00","21586","Create client presentations of plan details.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
"occ_13_2051_00","21587","Determine the prices at which securities should be syndicated and offered to the public.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
"occ_13_2051_00","21588","Develop and maintain client relationships.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
"occ_13_2051_00","21589","Draw charts and graphs, using computer spreadsheets, to illustrate technical reports.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
"occ_13_2051_00","21590","Employ financial models to develop solutions to financial problems or to assess the financial or capital impact of transactions.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
"occ_13_2051_00","21591","Evaluate and compare the relative quality of various securities in a given industry.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
"occ_13_2051_00","21592","Evaluate capital needs of clients and assess market conditions to inform structuring of financial packages.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
"occ_13_2051_00","21593","Inform investment decisions by analyzing financial information to forecast business, industry, or economic conditions.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
"occ_13_2051_00","21594","Interpret data on price, yield, stability, future investment-risk trends, economic influences, and other factors affecting investment programs.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
"occ_13_2051_00","21595","Monitor developments in the fields of industrial technology, business, finance, and economic theory.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
