"occupation_id","onet_task_id","task_cluster_id","source_id","exposure_score","augmentation_score","automation_score","observed_usage_share","evidence_type","confidence","notes"
"occ_11_1021_00","stub_11_1021_00_research_synthesis","cluster_research_synthesis","src_internal_stub_2026_03","0.72","0.62","0.28","0.18","generated_task_proxy","0.42","launch_stub_generated"
"occ_13_1041_00","21447","cluster_documentation","src_anthropic_ei_2026_01_15","0.23","0.15","0.62","0.0001","anthropic_task_usage","0.78","anthropic_normalized|release_2026_01_15|task_count=151|work_share=0.98|autonomy_mean=2.70|success_share=0.44|time_ratio=2.13"
"occ_13_1041_00","21448","cluster_client_interaction","src_anthropic_ei_2026_01_15","0.07","0.10","0.07","0.0000","anthropic_task_usage","0.55","anthropic_normalized|release_2026_01_15|task_count=19|work_share=0.00|autonomy_mean=2.53|success_share=0.00|time_ratio=8.73"
"occ_13_1041_00","21449","cluster_decision_support","src_anthropic_ei_2026_01_15","0.23","0.46","0.58","0.0001","anthropic_task_usage","0.79","anthropic_normalized|release_2026_01_15|task_count=267|work_share=0.91|autonomy_mean=2.95|success_share=0.57|time_ratio=4.12"
"occ_13_1041_00","21457","cluster_execution_routine","src_anthropic_ei_2026_01_15","0.23","0.61","0.44","0.0000","anthropic_task_usage","0.74","anthropic_normalized|release_2026_01_15|task_count=84|work_share=0.89|autonomy_mean=3.06|success_share=0.81|time_ratio=8.55"
"occ_13_1041_00","21458","cluster_research_synthesis","src_anthropic_ei_2026_01_15","0.25","0.10","0.67","0.0000","anthropic_task_usage","0.64","anthropic_normalized|release_2026_01_15|task_count=45|work_share=1.00|autonomy_mean=3.18|success_share=0.00|time_ratio=3.76"
"occ_13_1041_00","21461","cluster_documentation","src_anthropic_ei_2026_01_15","0.20","0.44","0.46","0.0000","anthropic_task_usage","0.76","anthropic_normalized|release_2026_01_15|task_count=82|work_share=0.94|autonomy_mean=2.09|success_share=0.76|time_ratio=6.07"
"occ_13_1041_00","stub_13_1041_00_client_interaction","cluster_client_interaction","src_internal_stub_2026_03","0.51","0.64","0.21","0.18","generated_task_proxy","0.41","launch_stub_generated"
"occ_13_1041_00","stub_13_1041_00_coordination","cluster_coordination","src_internal_stub_2026_03","0.55","0.66","0.25","0.32","generated_task_proxy","0.48","launch_stub_generated"
"occ_13_1041_00","stub_13_1041_00_decision_support","cluster_decision_support","src_internal_stub_2026_03","0.57","0.68","0.27","0.18","generated_task_proxy","0.40","launch_stub_generated"
"occ_13_1041_00","stub_13_1041_00_documentation","cluster_documentation","src_internal_stub_2026_03","0.67","0.54","0.45","0.22","generated_task_proxy","0.46","launch_stub_generated"
"occ_13_1041_00","stub_13_1041_00_execution_routine","cluster_execution_routine","src_internal_stub_2026_03","0.75","0.46","0.53","0.30","generated_task_proxy","0.50","launch_stub_generated"
"occ_13_1041_00","stub_13_1041_00_workflow_admin","cluster_workflow_admin","src_internal_stub_2026_03","0.71","0.52","0.49","0.28","generated_task_proxy","0.47","launch_stub_generated"
"occ_13_1071_00","18852","cluster_relationship_management","src_anthropic_ei_2026_01_15","0.24","0.21","0.10","0.0000","anthropic_task_usage","0.65","anthropic_normalized|release_2026_01_15|task_count=17|work_share=0.94|autonomy_mean=3.18|success_share=0.88|time_ratio=12.59"
"occ_13_1071_00","18853","cluster_analysis","src_anthropic_ei_2026_01_15","0.21","0.19","0.67","0.0000","anthropic_task_usage","0.73","anthropic_normalized|release_2026_01_15|task_count=82|work_share=0.88|autonomy_mean=2.70|success_share=0.72|time_ratio=3.94"
"occ_13_1071_00","18855","cluster_relationship_management","src_anthropic_ei_2026_01_15","0.23","0.16","0.71","0.0000","anthropic_task_usage","0.73","anthropic_normalized|release_2026_01_15|task_count=69|work_share=0.93|autonomy_mean=3.00|success_share=0.52|time_ratio=4.81"
"occ_13_1071_00","18857","cluster_relationship_management","src_anthropic_ei_2026_01_15","0.23","0.48","0.52","0.0002","anthropic_task_usage","0.80","anthropic_normalized|release_2026_01_15|task_count=325|work_share=0.87|autonomy_mean=2.98|success_share=0.79|time_ratio=10.24"
"occ_13_1071_00","18860","cluster_coordination","src_anthropic_ei_2025_03_27","0.05","0.00","0.00","0.0015","anthropic_task_usage","0.78","anthropic_normalized"
"occ_13_1071_00","18861","cluster_analysis","src_anthropic_ei_2026_01_15","0.23","0.69","0.31","0.0001","anthropic_task_usage","0.78","anthropic_normalized|release_2026_01_15|task_count=194|work_share=0.88|autonomy_mean=3.04|success_share=0.68|time_ratio=6.42"
"occ_13_1071_00","18862","cluster_relationship_management","src_anthropic_ei_2026_01_15","0.24","0.52","0.48","0.0005","anthropic_task_usage","0.82","anthropic_normalized|release_2026_01_15|task_count=975|work_share=0.79|autonomy_mean=2.87|success_share=0.47|time_ratio=5.95"
"occ_13_1071_00","18863","cluster_documentation","src_anthropic_ei_2026_01_15","0.24","0.57","0.47","0.0001","anthropic_task_usage","0.76","anthropic_normalized|release_2026_01_15|task_count=99|work_share=0.95|autonomy_mean=3.33|success_share=0.63|time_ratio=3.11"
"occ_13_1071_00","18864","cluster_relationship_management","src_anthropic_ei_2026_01_15","0.09","0.10","0.10","0.0000","anthropic_task_usage","0.48","anthropic_normalized|release_2026_01_15|task_count=15|work_share=0.00|autonomy_mean=3.13|success_share=0.00|time_ratio=4.84"
"occ_13_1071_00","18865","cluster_relationship_management","src_anthropic_ei_2026_01_15","0.28","0.24","0.64","0.0004","anthropic_task_usage","0.84","anthropic_normalized|release_2026_01_15|task_count=751|work_share=0.97|autonomy_mean=3.58|success_share=0.41|time_ratio=1.82"
"occ_13_1071_00","18866","cluster_documentation","src_anthropic_ei_2026_01_15","0.23","0.54","0.54","0.0001","anthropic_task_usage","0.78","anthropic_normalized|release_2026_01_15|task_count=156|work_share=0.96|autonomy_mean=2.94|success_share=0.55|time_ratio=5.70"
"occ_13_1071_00","18867","cluster_documentation","src_anthropic_ei_2026_01_15","0.24","0.62","0.10","0.0000","anthropic_task_usage","0.71","anthropic_normalized|release_2026_01_15|task_count=34|work_share=0.94|autonomy_mean=3.21|success_share=0.85|time_ratio=7.55"
"occ_13_1071_00","18868","cluster_qa_review","src_anthropic_ei_2026_01_15","0.22","0.45","0.45","0.0001","anthropic_task_usage","0.77","anthropic_normalized|release_2026_01_15|task_count=181|work_share=0.78|autonomy_mean=3.30|success_share=0.62|time_ratio=5.43"
"occ_13_1071_00","18871","cluster_decision_support","src_anthropic_ei_2026_01_15","0.26","0.59","0.60","0.0002","anthropic_task_usage","0.81","anthropic_normalized|release_2026_01_15|task_count=371|work_share=0.97|autonomy_mean=3.22|success_share=0.75|time_ratio=3.86"
"occ_13_1071_00","18872","cluster_relationship_management","src_anthropic_ei_2026_01_15","0.25","0.19","0.12","0.0000","anthropic_task_usage","0.66","anthropic_normalized|release_2026_01_15|task_count=23|work_share=0.91|autonomy_mean=3.61|success_share=0.78|time_ratio=4.88"
"occ_13_1071_00","18874","cluster_relationship_management","src_anthropic_ei_2026_01_15","0.24","0.70","0.46","0.0001","anthropic_task_usage","0.78","anthropic_normalized|release_2026_01_15|task_count=175|work_share=0.94|autonomy_mean=3.10|success_share=0.77|time_ratio=4.40"
"occ_13_1071_00","18876","cluster_qa_review","src_anthropic_ei_2026_01_15","0.18","0.18","0.57","0.0000","anthropic_task_usage","0.68","anthropic_normalized|release_2026_01_15|task_count=26|work_share=0.77|autonomy_mean=2.08|success_share=0.65|time_ratio=3.70"
"occ_13_1071_00","stub_13_1071_00_client_interaction","cluster_client_interaction","src_internal_stub_2026_03","0.49","0.59","0.09","0.20","generated_task_proxy","0.42","launch_stub_generated"
"occ_13_1071_00","stub_13_1071_00_coordination","cluster_coordination","src_internal_stub_2026_03","0.53","0.61","0.13","0.26","generated_task_proxy","0.47","launch_stub_generated"
"occ_13_1071_00","stub_13_1071_00_decision_support","cluster_decision_support","src_internal_stub_2026_03","0.55","0.63","0.15","0.18","generated_task_proxy","0.40","launch_stub_generated"
"occ_13_1071_00","stub_13_1071_00_documentation","cluster_documentation","src_internal_stub_2026_03","0.65","0.49","0.33","0.22","generated_task_proxy","0.44","launch_stub_generated"
"occ_13_1071_00","stub_13_1071_00_qa_review","cluster_qa_review","src_internal_stub_2026_03","0.59","0.61","0.26","0.16","generated_task_proxy","0.39","launch_stub_generated"
"occ_13_1071_00","stub_13_1071_00_relationship_management","cluster_relationship_management","src_internal_stub_2026_03","0.43","0.57","0.05","0.28","generated_task_proxy","0.49","launch_stub_generated"
"occ_13_1071_00","stub_13_1071_00_workflow_admin","cluster_workflow_admin","src_internal_stub_2026_03","0.69","0.47","0.37","0.26","generated_task_proxy","0.47","launch_stub_generated"
"occ_13_1081_00","8933","cluster_client_interaction","src_anthropic_ei_2026_01_15","0.14","0.41","0.40","0.0001","anthropic_task_usage","0.71","anthropic_normalized|release_2026_01_15|task_count=149|work_share=0.37|autonomy_mean=2.96|success_share=0.58|time_ratio=7.06"
"occ_13_1081_00","8936","cluster_coordination","src_anthropic_ei_2026_01_15","0.06","0.19","0.47","0.0000","anthropic_task_usage","0.58","anthropic_normalized|release_2026_01_15|task_count=31|work_share=0.00|autonomy_mean=2.19|success_share=0.71|time_ratio=2.07"
"occ_13_1081_00","8938","cluster_drafting","src_anthropic_ei_2026_01_15","0.24","0.55","0.13","0.0000","anthropic_task_usage","0.68","anthropic_normalized|release_2026_01_15|task_count=37|work_share=0.84|autonomy_mean=3.89|success_share=0.78|time_ratio=2.30"
"occ_13_1081_00","8942","cluster_client_interaction","src_anthropic_ei_2025_03_27","0.05","0.00","0.36","0.0063","anthropic_task_usage","0.78","anthropic_normalized"
"occ_13_1081_00","8943","cluster_documentation","src_anthropic_ei_2026_01_15","0.23","0.10","0.10","0.0000","anthropic_task_usage","0.63","anthropic_normalized|release_2026_01_15|task_count=17|work_share=0.88|autonomy_mean=3.24|success_share=0.00|time_ratio=4.42"
"occ_13_1081_00","8945","cluster_analysis","src_anthropic_ei_2026_01_15","0.10","0.10","0.12","0.0000","anthropic_task_usage","0.50","anthropic_normalized|release_2026_01_15|task_count=16|work_share=0.00|autonomy_mean=3.63|success_share=0.00|time_ratio=2.72"
"occ_13_1081_00","8947","cluster_drafting","src_anthropic_ei_2026_01_15","0.23","0.62","0.35","0.0000","anthropic_task_usage","0.75","anthropic_normalized|release_2026_01_15|task_count=67|work_share=0.90|autonomy_mean=3.18|success_share=0.66|time_ratio=5.18"
"occ_13_1081_00","8948","cluster_execution_routine","src_anthropic_ei_2025_03_27","0.05","0.00","0.00","0.0026","anthropic_task_usage","0.78","anthropic_normalized"
"occ_13_1081_00","8949","cluster_drafting","src_anthropic_ei_2025_03_27","0.05","0.51","0.29","0.0091","anthropic_task_usage","0.78","anthropic_normalized"
"occ_13_1081_00","stub_13_1081_00_client_interaction","cluster_client_interaction","src_internal_stub_2026_03","0.51","0.64","0.21","0.18","generated_task_proxy","0.41","launch_stub_generated"
"occ_13_1081_00","stub_13_1081_00_coordination","cluster_coordination","src_internal_stub_2026_03","0.55","0.66","0.25","0.32","generated_task_proxy","0.48","launch_stub_generated"
"occ_13_1081_00","stub_13_1081_00_decision_support","cluster_decision_support","src_internal_stub_2026_03","0.57","0.68","0.27","0.18","generated_task_proxy","0.40","launch_stub_generated"
"occ_13_1081_00","stub_13_1081_00_documentation","cluster_documentation","src_internal_stub_2026_03","0.67","0.54","0.45","0.22","generated_task_proxy","0.46","launch_stub_generated"
"occ_13_1081_00","stub_13_1081_00_execution_routine","cluster_execution_routine","src_internal_stub_2026_03","0.75","0.46","0.53","0.30","generated_task_proxy","0.50","launch_stub_generated"
"occ_13_1081_00","stub_13_1081_00_workflow_admin","cluster_workflow_admin","src_internal_stub_2026_03","0.71","0.52","0.49","0.28","generated_task_proxy","0.47","launch_stub_generated"
"occ_13_1082_00","21464","cluster_relationship_management","src_anthropic_ei_2026_01_15","0.24","0.10","0.65","0.0000","anthropic_task_usage","0.70","anthropic_normalized|release_2026_01_15|task_count=21|work_share=0.95|autonomy_mean=3.24|success_share=0.00|time_ratio=2.15"
"occ_13_1082_00","21468","cluster_qa_review","src_anthropic_ei_2026_01_15","0.24","0.18","0.74","0.0000","anthropic_task_usage","0.71","anthropic_normalized|release_2026_01_15|task_count=60|work_share=0.92|autonomy_mean=3.43|success_share=0.67|time_ratio=1.53"
"occ_13_1082_00","21474","cluster_documentation","src_anthropic_ei_2026_01_15","0.20","0.20","0.11","0.0000","anthropic_task_usage","0.62","anthropic_normalized|release_2026_01_15|task_count=24|work_share=0.67|autonomy_mean=3.50|success_share=0.79|time_ratio=3.76"
"occ_13_1082_00","stub_13_1082_00_client_interaction","cluster_client_interaction","src_internal_stub_2026_03","0.54","0.68","0.08","0.22","generated_task_proxy","0.45","launch_stub_generated"
"occ_13_1082_00","stub_13_1082_00_coordination","cluster_coordination","src_internal_stub_2026_03","0.58","0.70","0.12","0.30","generated_task_proxy","0.49","launch_stub_generated"
"occ_13_1082_00","stub_13_1082_00_decision_support","cluster_decision_support","src_internal_stub_2026_03","0.60","0.72","0.14","0.26","generated_task_proxy","0.50","launch_stub_generated"
"occ_13_1082_00","stub_13_1082_00_documentation","cluster_documentation","src_internal_stub_2026_03","0.70","0.58","0.32","0.18","generated_task_proxy","0.42","launch_stub_generated"
"occ_13_1082_00","stub_13_1082_00_oversight_strategy","cluster_oversight_strategy","src_internal_stub_2026_03","0.52","0.68","0.06","0.24","generated_task_proxy","0.46","launch_stub_generated"
"occ_13_1082_00","stub_13_1082_00_qa_review","cluster_qa_review","src_internal_stub_2026_03","0.64","0.70","0.25","0.18","generated_task_proxy","0.41","launch_stub_generated"
"occ_13_1082_00","stub_13_1082_00_research_synthesis","cluster_research_synthesis","src_internal_stub_2026_03","0.72","0.62","0.28","0.18","generated_task_proxy","0.42","launch_stub_generated"
"occ_13_1111_00","7276","cluster_coordination","src_anthropic_ei_2026_01_15","0.20","0.17","0.74","0.0000","anthropic_task_usage","0.69","anthropic_normalized|release_2026_01_15|task_count=59|work_share=0.76|autonomy_mean=2.97|success_share=0.56|time_ratio=3.48"
"occ_13_1111_00","7282","cluster_decision_support","src_anthropic_ei_2026_01_15","0.27","0.62","0.41","0.0006","anthropic_task_usage","0.83","anthropic_normalized|release_2026_01_15|task_count=1,169|work_share=0.82|autonomy_mean=3.37|success_share=0.65|time_ratio=3.17"
"occ_13_1111_00","7283","cluster_oversight_strategy","src_anthropic_ei_2025_03_27","0.05","0.00","0.00","0.0024","anthropic_task_usage","0.78","anthropic_normalized"
"occ_13_1111_00","7284","cluster_decision_support","src_anthropic_ei_2025_03_27","0.05","0.00","0.00","0.0015","anthropic_task_usage","0.78","anthropic_normalized"
"occ_13_1111_00","7285","cluster_analysis","src_anthropic_ei_2026_01_15","0.21","0.52","0.12","0.0000","anthropic_task_usage","0.65","anthropic_normalized|release_2026_01_15|task_count=35|work_share=0.69|autonomy_mean=3.57|success_share=0.69|time_ratio=3.11"
"occ_13_1111_00","7286","cluster_decision_support","src_anthropic_ei_2026_01_15","0.21","0.18","0.12","0.0000","anthropic_task_usage","0.63","anthropic_normalized|release_2026_01_15|task_count=34|work_share=0.71|autonomy_mean=3.65|success_share=0.68|time_ratio=3.21"
"occ_13_1111_00","stub_13_1111_00_analysis","cluster_analysis","src_internal_stub_2026_03","0.78","0.68","0.36","0.28","generated_task_proxy","0.50","launch_stub_generated"
"occ_13_1111_00","stub_13_1111_00_client_interaction","cluster_client_interaction","src_internal_stub_2026_03","0.58","0.72","0.15","0.26","generated_task_proxy","0.46","launch_stub_generated"
"occ_13_1111_00","stub_13_1111_00_coordination","cluster_coordination","src_internal_stub_2026_03","0.62","0.74","0.19","0.22","generated_task_proxy","0.45","launch_stub_generated"
"occ_13_1111_00","stub_13_1111_00_decision_support","cluster_decision_support","src_internal_stub_2026_03","0.64","0.76","0.21","0.30","generated_task_proxy","0.52","launch_stub_generated"
"occ_13_1111_00","stub_13_1111_00_documentation","cluster_documentation","src_internal_stub_2026_03","0.74","0.62","0.39","0.20","generated_task_proxy","0.42","launch_stub_generated"
"occ_13_1111_00","stub_13_1111_00_oversight_strategy","cluster_oversight_strategy","src_internal_stub_2026_03","0.56","0.72","0.13","0.22","generated_task_proxy","0.40","launch_stub_generated"
"occ_13_1151_00","100","cluster_relationship_management","src_anthropic_ei_2026_01_15","0.23","0.10","0.69","0.0000","anthropic_task_usage","0.71","anthropic_normalized|release_2026_01_15|task_count=18|work_share=0.94|autonomy_mean=3.00|success_share=0.00|time_ratio=3.97"
"occ_13_1151_00","101","cluster_analysis","src_anthropic_ei_2026_01_15","0.20","0.47","0.40","0.0001","anthropic_task_usage","0.75","anthropic_normalized|release_2026_01_15|task_count=171|work_share=0.74|autonomy_mean=2.88|success_share=0.57|time_ratio=5.28"
"occ_13_1151_00","103","cluster_client_interaction","src_anthropic_ei_2026_01_15","0.22","0.19","0.53","0.0000","anthropic_task_usage","0.73","anthropic_normalized|release_2026_01_15|task_count=78|work_share=0.88|autonomy_mean=2.87|success_share=0.74|time_ratio=3.77"
"occ_13_1151_00","20474","cluster_client_interaction","src_anthropic_ei_2026_01_15","0.25","0.54","0.44","0.0001","anthropic_task_usage","0.76","anthropic_normalized|release_2026_01_15|task_count=109|work_share=0.93|autonomy_mean=3.79|success_share=0.77|time_ratio=3.61"
"occ_13_1151_00","20475","cluster_drafting","src_anthropic_ei_2026_01_15","0.24","0.55","0.49","0.0001","anthropic_task_usage","0.78","anthropic_normalized|release_2026_01_15|task_count=206|work_share=0.89|autonomy_mean=3.49|success_share=0.68|time_ratio=3.32"
"occ_13_1151_00","94","cluster_client_interaction","src_anthropic_ei_2025_03_27","0.05","0.46","0.00","0.0036","anthropic_task_usage","0.78","anthropic_normalized"
"occ_13_1151_00","98","cluster_documentation","src_anthropic_ei_2025_03_27","0.05","0.00","0.00","0.0015","anthropic_task_usage","0.78","anthropic_normalized"
"occ_13_1151_00","stub_13_1151_00_client_interaction","cluster_client_interaction","src_internal_stub_2026_03","0.49","0.59","0.09","0.20","generated_task_proxy","0.42","launch_stub_generated"
"occ_13_1151_00","stub_13_1151_00_coordination","cluster_coordination","src_internal_stub_2026_03","0.53","0.61","0.13","0.26","generated_task_proxy","0.47","launch_stub_generated"
"occ_13_1151_00","stub_13_1151_00_decision_support","cluster_decision_support","src_internal_stub_2026_03","0.55","0.63","0.15","0.18","generated_task_proxy","0.40","launch_stub_generated"
"occ_13_1151_00","stub_13_1151_00_documentation","cluster_documentation","src_internal_stub_2026_03","0.65","0.49","0.33","0.22","generated_task_proxy","0.44","launch_stub_generated"
"occ_13_1151_00","stub_13_1151_00_qa_review","cluster_qa_review","src_internal_stub_2026_03","0.59","0.61","0.26","0.16","generated_task_proxy","0.39","launch_stub_generated"
"occ_13_1151_00","stub_13_1151_00_relationship_management","cluster_relationship_management","src_internal_stub_2026_03","0.43","0.57","0.05","0.28","generated_task_proxy","0.49","launch_stub_generated"
"occ_13_1151_00","stub_13_1151_00_workflow_admin","cluster_workflow_admin","src_internal_stub_2026_03","0.69","0.47","0.37","0.26","generated_task_proxy","0.47","launch_stub_generated"
"occ_13_1161_00","5433","cluster_analysis","src_anthropic_ei_2026_01_15","0.28","0.31","0.65","0.0014","anthropic_task_usage","0.83","anthropic_normalized|release_2026_01_15|task_count=2,803|work_share=0.82|autonomy_mean=2.86|success_share=0.58|time_ratio=2.20"
"occ_13_1161_00","5434","cluster_documentation","src_anthropic_ei_2026_01_15","0.18","0.62","0.48","0.0002","anthropic_task_usage","0.75","anthropic_normalized|release_2026_01_15|task_count=310|work_share=0.51|autonomy_mean=3.34|success_share=0.63|time_ratio=3.64"
"occ_13_1161_00","5436","cluster_analysis","src_anthropic_ei_2026_01_15","0.21","0.42","0.57","0.0001","anthropic_task_usage","0.75","anthropic_normalized|release_2026_01_15|task_count=163|work_share=0.79|autonomy_mean=3.17|success_share=0.48|time_ratio=2.28"
"occ_13_1161_00","5437","cluster_research_synthesis","src_anthropic_ei_2026_01_15","0.24","0.39","0.69","0.0008","anthropic_task_usage","0.81","anthropic_normalized|release_2026_01_15|task_count=1,544|work_share=0.68|autonomy_mean=2.97|success_share=0.55|time_ratio=1.96"
"occ_13_1161_00","5438","cluster_coordination","src_anthropic_ei_2026_01_15","0.27","0.43","0.61","0.0005","anthropic_task_usage","0.83","anthropic_normalized|release_2026_01_15|task_count=1,074|work_share=0.96|autonomy_mean=2.94|success_share=0.63|time_ratio=3.44"
"occ_13_1161_00","5439","cluster_research_synthesis","src_anthropic_ei_2026_01_15","0.22","0.38","0.60","0.0002","anthropic_task_usage","0.79","anthropic_normalized|release_2026_01_15|task_count=361|work_share=0.83|autonomy_mean=2.78|success_share=0.58|time_ratio=2.33"
"occ_13_1161_00","5441","cluster_analysis","src_anthropic_ei_2026_01_15","0.26","0.33","0.59","0.0005","anthropic_task_usage","0.83","anthropic_normalized|release_2026_01_15|task_count=1,075|work_share=0.83|autonomy_mean=3.14|success_share=0.36|time_ratio=1.71"
"occ_13_1161_00","5442","cluster_research_synthesis","src_anthropic_ei_2026_01_15","0.08","0.10","0.09","0.0000","anthropic_task_usage","0.49","anthropic_normalized|release_2026_01_15|task_count=23|work_share=0.00|autonomy_mean=3.09|success_share=0.00|time_ratio=2.59"
"occ_13_1161_00","5443","cluster_analysis","src_anthropic_ei_2026_01_15","0.17","0.52","0.44","0.0000","anthropic_task_usage","0.70","anthropic_normalized|release_2026_01_15|task_count=76|work_share=0.61|autonomy_mean=2.83|success_share=0.61|time_ratio=4.10"
"occ_13_1161_00","stub_13_1161_00_analysis","cluster_analysis","src_internal_stub_2026_03","0.80","0.66","0.40","0.26","generated_task_proxy","0.50","launch_stub_generated"
"occ_13_1161_00","stub_13_1161_00_client_interaction","cluster_client_interaction","src_internal_stub_2026_03","0.60","0.70","0.19","0.24","generated_task_proxy","0.45","launch_stub_generated"
"occ_13_1161_00","stub_13_1161_00_coordination","cluster_coordination","src_internal_stub_2026_03","0.64","0.72","0.23","0.20","generated_task_proxy","0.43","launch_stub_generated"
"occ_13_1161_00","stub_13_1161_00_documentation","cluster_documentation","src_internal_stub_2026_03","0.76","0.60","0.43","0.18","generated_task_proxy","0.40","launch_stub_generated"
"occ_13_1161_00","stub_13_1161_00_drafting","cluster_drafting","src_internal_stub_2026_03","0.82","0.60","0.47","0.24","generated_task_proxy","0.49","launch_stub_generated"
"occ_13_1161_00","stub_13_1161_00_qa_review","cluster_qa_review","src_internal_stub_2026_03","0.70","0.72","0.36","0.16","generated_task_proxy","0.41","launch_stub_generated"
"occ_13_1161_00","stub_13_1161_00_research_synthesis","cluster_research_synthesis","src_internal_stub_2026_03","0.78","0.64","0.39","0.28","generated_task_proxy","0.49","launch_stub_generated"
"occ_13_1199_00","stub_13_1199_00_analysis","cluster_analysis","src_internal_stub_2026_03","0.78","0.68","0.36","0.28","generated_task_proxy","0.50","launch_stub_generated"
"occ_13_1199_00","stub_13_1199_00_client_interaction","cluster_client_interaction","src_internal_stub_2026_03","0.58","0.72","0.15","0.26","generated_task_proxy","0.46","launch_stub_generated"
"occ_13_1199_00","stub_13_1199_00_coordination","cluster_coordination","src_internal_stub_2026_03","0.62","0.74","0.19","0.22","generated_task_proxy","0.45","launch_stub_generated"
"occ_13_1199_00","stub_13_1199_00_decision_support","cluster_decision_support","src_internal_stub_2026_03","0.64","0.76","0.21","0.30","generated_task_proxy","0.52","launch_stub_generated"
"occ_13_1199_00","stub_13_1199_00_documentation","cluster_documentation","src_internal_stub_2026_03","0.74","0.62","0.39","0.20","generated_task_proxy","0.42","launch_stub_generated"
"occ_13_1199_00","stub_13_1199_00_oversight_strategy","cluster_oversight_strategy","src_internal_stub_2026_03","0.56","0.72","0.13","0.22","generated_task_proxy","0.40","launch_stub_generated"
"occ_13_2011_00","21505","cluster_qa_review","src_anthropic_ei_2026_01_15","0.22","0.64","0.43","0.0001","anthropic_task_usage","0.75","anthropic_normalized|release_2026_01_15|task_count=105|work_share=0.87|autonomy_mean=3.09|success_share=0.73|time_ratio=4.06"
"occ_13_2011_00","21507","cluster_analysis","src_anthropic_ei_2026_01_15","0.22","0.43","0.56","0.0001","anthropic_task_usage","0.74","anthropic_normalized|release_2026_01_15|task_count=100|work_share=0.84|autonomy_mean=3.27|success_share=0.43|time_ratio=2.62"
"occ_13_2011_00","21511","cluster_analysis","src_anthropic_ei_2026_01_15","0.23","0.19","0.72","0.0000","anthropic_task_usage","0.70","anthropic_normalized|release_2026_01_15|task_count=57|work_share=0.94|autonomy_mean=3.04|success_share=0.71|time_ratio=3.33"
"occ_13_2011_00","21513","cluster_documentation","src_anthropic_ei_2026_01_15","0.22","0.15","0.49","0.0001","anthropic_task_usage","0.75","anthropic_normalized|release_2026_01_15|task_count=123|work_share=0.91|autonomy_mean=2.86|success_share=0.41|time_ratio=4.02"
"occ_13_2011_00","21514","cluster_analysis","src_anthropic_ei_2026_01_15","0.20","0.43","0.43","0.0000","anthropic_task_usage","0.73","anthropic_normalized|release_2026_01_15|task_count=80|work_share=0.70|autonomy_mean=3.34|success_share=0.56|time_ratio=3.02"
"occ_13_2011_00","21517","cluster_workflow_admin","src_anthropic_ei_2026_01_15","0.22","0.50","0.75","0.0001","anthropic_task_usage","0.75","anthropic_normalized|release_2026_01_15|task_count=117|work_share=0.88|autonomy_mean=3.00|success_share=0.68|time_ratio=4.48"
"occ_13_2011_00","21519","cluster_analysis","src_anthropic_ei_2026_01_15","0.20","0.59","0.46","0.0003","anthropic_task_usage","0.77","anthropic_normalized|release_2026_01_15|task_count=536|work_share=0.59|autonomy_mean=3.25|success_share=0.59|time_ratio=3.14"
