"occupation_id","task_id","function_id","edge_type","task_to_function_weight","accountability_weight","judgment_requirement","trust_requirement","regulatory_liability_weight","human_authority_requirement","source_mix","source_confidence","notes"
"occ_11_1021_00","task_occ_11_1021_00_933","fn_occ_11_1021_00_people_resource_leadership","directly_supports","0.5115","0.6257","0.6222","0.5897","0.3361","0.5943","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.7360","reviewed_multi_anchor_task_function_edge"
"occ_11_1021_00","task_occ_11_1021_00_933","fn_occ_11_1021_00_primary","directly_supports","0.4885","0.6036","0.6066","0.5777","0.3339","0.5496","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.7450","reviewed_primary_task_function_edge"
"occ_11_1021_00","task_occ_11_1021_00_944","fn_occ_11_1021_00_people_resource_leadership","directly_supports","0.5424","0.7096","0.6784","0.6928","0.3392","0.6573","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.6716","reviewed_multi_anchor_task_function_edge"
"occ_11_1021_00","task_occ_11_1021_00_944","fn_occ_11_1021_00_primary","directly_supports","0.4576","0.6659","0.6504","0.6808","0.3308","0.6012","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.6806","reviewed_primary_task_function_edge"
"occ_11_1021_00","task_occ_11_1021_00_945","fn_occ_11_1021_00_people_resource_leadership","supports","0.4222","0.4887","0.5771","0.5339","0.3272","0.5672","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.5743","reviewed_multi_anchor_task_function_edge"
"occ_11_1021_00","task_occ_11_1021_00_945","fn_occ_11_1021_00_primary","supports","0.5778","0.5291","0.5972","0.5219","0.3428","0.5556","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.5833","reviewed_primary_task_function_edge"
"occ_11_1021_00","task_occ_11_1021_00_947","fn_occ_11_1021_00_people_resource_leadership","directly_supports","0.5451","0.7287","0.6180","0.6610","0.4195","0.7096","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.6738","reviewed_multi_anchor_task_function_edge"
"occ_11_1021_00","task_occ_11_1021_00_947","fn_occ_11_1021_00_primary","directly_supports","0.4549","0.6832","0.5890","0.6490","0.4105","0.6526","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.6828","reviewed_primary_task_function_edge"
"occ_11_1021_00","task_occ_11_1021_00_948","fn_occ_11_1021_00_people_resource_leadership","supports","0.4664","0.6486","0.6932","0.6184","0.3716","0.6498","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.7088","reviewed_multi_anchor_task_function_edge"
"occ_11_1021_00","task_occ_11_1021_00_948","fn_occ_11_1021_00_primary","supports","0.5336","0.6581","0.6956","0.6064","0.3784","0.6219","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.7178","reviewed_primary_task_function_edge"
"occ_11_1021_00","task_occ_11_1021_00_949","fn_occ_11_1021_00_people_resource_leadership","supports","0.4049","0.4711","0.5736","0.5224","0.3255","0.5628","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.5718","reviewed_multi_anchor_task_function_edge"
"occ_11_1021_00","task_occ_11_1021_00_949","fn_occ_11_1021_00_primary","supports","0.5951","0.5237","0.6007","0.5104","0.3445","0.5576","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.5808","reviewed_primary_task_function_edge"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_01","fn_occ_11_1021_00_people_resource_leadership","directly_supports","0.5183","0.6239","0.6236","0.5855","0.3368","0.5951","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8449","reviewed_multi_anchor_task_function_edge"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_01","fn_occ_11_1021_00_primary","directly_supports","0.4817","0.5971","0.6053","0.5735","0.3332","0.5480","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8539","reviewed_primary_task_function_edge"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_02","fn_occ_11_1021_00_people_resource_leadership","directly_supports","0.5000","0.7440","0.6545","0.6920","0.4150","0.7044","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8122","reviewed_multi_anchor_task_function_edge"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_02","fn_occ_11_1021_00_primary","directly_supports","0.5000","0.7300","0.6435","0.6800","0.4150","0.6640","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8212","reviewed_primary_task_function_edge"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_03","fn_occ_11_1021_00_people_resource_leadership","supports","0.4471","0.4890","0.5530","0.5456","0.3297","0.5710","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.7756","reviewed_multi_anchor_task_function_edge"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_03","fn_occ_11_1021_00_primary","supports","0.5529","0.5121","0.5631","0.5336","0.3403","0.5501","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.7846","reviewed_primary_task_function_edge"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_04","fn_occ_11_1021_00_people_resource_leadership","directly_supports","0.4857","0.7047","0.7061","0.6677","0.3736","0.6583","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8199","reviewed_multi_anchor_task_function_edge"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_04","fn_occ_11_1021_00_primary","directly_supports","0.5143","0.7007","0.7009","0.6557","0.3764","0.6232","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8289","reviewed_primary_task_function_edge"
"occ_13_1041_00","task_occ_13_1041_00_21446","fn_occ_13_1041_00_control_enablement","directly_supports","0.5113","0.6830","0.5758","0.6230","0.5761","0.5220","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.6774","reviewed_multi_anchor_task_function_edge"
"occ_13_1041_00","task_occ_13_1041_00_21446","fn_occ_13_1041_00_primary","directly_supports","0.4887","0.7171","0.6153","0.6590","0.6339","0.6000","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.6864","reviewed_primary_task_function_edge"
"occ_13_1041_00","task_occ_13_1041_00_21447","fn_occ_13_1041_00_control_enablement","directly_supports","0.5593","0.5568","0.5743","0.5501","0.6109","0.5166","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.7679","reviewed_multi_anchor_task_function_edge"
"occ_13_1041_00","task_occ_13_1041_00_21447","fn_occ_13_1041_00_primary","directly_supports","0.4407","0.5573","0.5946","0.5861","0.6591","0.5768","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.7769","reviewed_primary_task_function_edge"
"occ_13_1041_00","task_occ_13_1041_00_21448","fn_occ_13_1041_00_control_enablement","directly_supports","0.5153","0.7530","0.6377","0.7216","0.5765","0.5796","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.6854","reviewed_multi_anchor_task_function_edge"
"occ_13_1041_00","task_occ_13_1041_00_21448","fn_occ_13_1041_00_primary","directly_supports","0.4847","0.7843","0.6756","0.7576","0.6335","0.6561","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.6944","reviewed_primary_task_function_edge"
"occ_13_1041_00","task_occ_13_1041_00_21449","fn_occ_13_1041_00_control_enablement","directly_supports","0.4748","0.7360","0.6596","0.6788","0.6125","0.5818","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.5988","reviewed_multi_anchor_task_function_edge"
"occ_13_1041_00","task_occ_13_1041_00_21449","fn_occ_13_1041_00_primary","directly_supports","0.5252","0.7956","0.7137","0.7148","0.6775","0.6733","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.6078","reviewed_primary_task_function_edge"
"occ_13_1041_00","task_occ_13_1041_00_21450","fn_occ_13_1041_00_control_enablement","directly_supports","0.5608","0.5537","0.5746","0.5465","0.6111","0.5165","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.7382","reviewed_multi_anchor_task_function_edge"
"occ_13_1041_00","task_occ_13_1041_00_21450","fn_occ_13_1041_00_primary","directly_supports","0.4392","0.5532","0.5943","0.5825","0.6589","0.5762","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.7472","reviewed_primary_task_function_edge"
"occ_13_1041_00","task_occ_13_1041_00_21451","fn_occ_13_1041_00_control_enablement","directly_supports","0.5271","0.6820","0.5568","0.6165","0.5777","0.5243","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.6774","reviewed_multi_anchor_task_function_edge"
"occ_13_1041_00","task_occ_13_1041_00_21451","fn_occ_13_1041_00_primary","directly_supports","0.4729","0.7051","0.5899","0.6525","0.6323","0.5964","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.6864","reviewed_primary_task_function_edge"
"occ_13_1041_00","task_occ_13_1041_00_21452","fn_occ_13_1041_00_control_enablement","directly_supports","0.5446","0.6770","0.5491","0.6054","0.5795","0.5264","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.6554","reviewed_multi_anchor_task_function_edge"
"occ_13_1041_00","task_occ_13_1041_00_21452","fn_occ_13_1041_00_primary","directly_supports","0.4554","0.6878","0.5753","0.6414","0.6305","0.5921","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.6644","reviewed_primary_task_function_edge"
"occ_13_1041_00","task_occ_13_1041_00_21453","fn_occ_13_1041_00_control_enablement","directly_supports","0.4649","0.6077","0.6054","0.5639","0.5715","0.5075","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.6857","reviewed_multi_anchor_task_function_edge"
"occ_13_1041_00","task_occ_13_1041_00_21453","fn_occ_13_1041_00_primary","directly_supports","0.5351","0.6742","0.6635","0.5999","0.6385","0.6027","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.6947","reviewed_primary_task_function_edge"
"occ_13_1041_00","task_occ_13_1041_00_21454","fn_occ_13_1041_00_control_enablement","directly_supports","0.4651","0.6612","0.5966","0.6074","0.6515","0.5429","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.6397","reviewed_multi_anchor_task_function_edge"
"occ_13_1041_00","task_occ_13_1041_00_21454","fn_occ_13_1041_00_primary","directly_supports","0.5349","0.7276","0.6545","0.6434","0.7185","0.6380","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.6487","reviewed_primary_task_function_edge"
"occ_13_1041_00","task_occ_13_1041_00_21455","fn_occ_13_1041_00_control_enablement","supports","0.4466","0.6354","0.5373","0.5881","0.6497","0.5375","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.6373","reviewed_multi_anchor_task_function_edge"
"occ_13_1041_00","task_occ_13_1041_00_21455","fn_occ_13_1041_00_primary","supports","0.5534","0.7148","0.6027","0.6241","0.7203","0.6395","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.6463","reviewed_primary_task_function_edge"
"occ_13_1041_00","task_occ_13_1041_00_21456","fn_occ_13_1041_00_control_enablement","supports","0.4558","0.6557","0.5392","0.6052","0.6506","0.5409","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.6397","reviewed_multi_anchor_task_function_edge"
"occ_13_1041_00","task_occ_13_1041_00_21456","fn_occ_13_1041_00_primary","supports","0.5442","0.7287","0.6008","0.6412","0.7194","0.6395","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.6487","reviewed_primary_task_function_edge"
"occ_13_1041_00","task_occ_13_1041_00_21457","fn_occ_13_1041_00_control_enablement","supports","0.4196","0.4524","0.4741","0.4845","0.5470","0.4452","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.7198","reviewed_multi_anchor_task_function_edge"
"occ_13_1041_00","task_occ_13_1041_00_21457","fn_occ_13_1041_00_primary","supports","0.5804","0.5507","0.5503","0.5205","0.6230","0.5571","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.7288","reviewed_primary_task_function_edge"
"occ_13_1041_00","task_occ_13_1041_00_21458","fn_occ_13_1041_00_control_enablement","supports","0.4524","0.5811","0.6029","0.5418","0.5702","0.5030","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.6956","reviewed_multi_anchor_task_function_edge"
"occ_13_1041_00","task_occ_13_1041_00_21458","fn_occ_13_1041_00_primary","supports","0.5476","0.6564","0.6660","0.5778","0.6398","0.6028","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.7046","reviewed_primary_task_function_edge"
"occ_13_1041_00","task_occ_13_1041_00_21459","fn_occ_13_1041_00_control_enablement","supports","0.5575","0.6580","0.5295","0.5818","0.5808","0.5264","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.6554","reviewed_multi_anchor_task_function_edge"
"occ_13_1041_00","task_occ_13_1041_00_21459","fn_occ_13_1041_00_primary","supports","0.4425","0.6597","0.5505","0.6178","0.6292","0.5873","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.6644","reviewed_primary_task_function_edge"
"occ_13_1041_00","task_occ_13_1041_00_21460","fn_occ_13_1041_00_control_enablement","supports","0.4456","0.6329","0.5371","0.5859","0.6496","0.5371","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.6719","reviewed_multi_anchor_task_function_edge"
"occ_13_1041_00","task_occ_13_1041_00_21460","fn_occ_13_1041_00_primary","supports","0.5544","0.7130","0.6029","0.6219","0.7204","0.6395","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.6809","reviewed_primary_task_function_edge"
"occ_13_1041_00","task_occ_13_1041_00_21461","fn_occ_13_1041_00_control_enablement","supports","0.6079","0.5334","0.5396","0.5096","0.6158","0.5215","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.7236","reviewed_multi_anchor_task_function_edge"
"occ_13_1041_00","task_occ_13_1041_00_21461","fn_occ_13_1041_00_primary","supports","0.3921","0.4998","0.5404","0.5456","0.6542","0.5638","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.7326","reviewed_primary_task_function_edge"
"occ_13_1041_00","task_occ_13_1041_00_jd_co_01","fn_occ_13_1041_00_control_enablement","directly_supports","0.4951","0.7602","0.6970","0.6859","0.6545","0.6273","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.7756","reviewed_multi_anchor_task_function_edge"
"occ_13_1041_00","task_occ_13_1041_00_jd_co_01","fn_occ_13_1041_00_primary","directly_supports","0.5049","0.8056","0.7430","0.7219","0.7155","0.7113","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.7846","reviewed_primary_task_function_edge"
"occ_13_1041_00","task_occ_13_1041_00_jd_co_02","fn_occ_13_1041_00_control_enablement","directly_supports","0.4680","0.6701","0.6194","0.6153","0.6518","0.5442","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.7756","reviewed_multi_anchor_task_function_edge"
"occ_13_1041_00","task_occ_13_1041_00_jd_co_02","fn_occ_13_1041_00_primary","directly_supports","0.5320","0.7345","0.6762","0.6513","0.7182","0.6383","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.7846","reviewed_primary_task_function_edge"
"occ_13_1041_00","task_occ_13_1041_00_jd_co_03","fn_occ_13_1041_00_control_enablement","directly_supports","0.4747","0.7300","0.6818","0.6729","0.6125","0.5812","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.7101","reviewed_multi_anchor_task_function_edge"
"occ_13_1041_00","task_occ_13_1041_00_jd_co_03","fn_occ_13_1041_00_primary","directly_supports","0.5253","0.7897","0.7360","0.7089","0.6775","0.6728","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.7191","reviewed_primary_task_function_edge"
"occ_13_1041_00","task_occ_13_1041_00_jd_co_04","fn_occ_13_1041_00_control_enablement","directly_supports","0.5450","0.6801","0.5381","0.6083","0.5795","0.5267","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8160","reviewed_multi_anchor_task_function_edge"
"occ_13_1041_00","task_occ_13_1041_00_jd_co_04","fn_occ_13_1041_00_primary","directly_supports","0.4550","0.6906","0.5641","0.6443","0.6305","0.5923","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8250","reviewed_primary_task_function_edge"
"occ_13_1071_00","task_occ_13_1071_00_18852","fn_occ_13_1071_00_people_advisory","directly_supports","0.5475","0.6973","0.5895","0.7277","0.4147","0.5788","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8314","reviewed_multi_anchor_task_function_edge"
"occ_13_1071_00","task_occ_13_1071_00_18852","fn_occ_13_1071_00_primary","directly_supports","0.4525","0.6671","0.5045","0.7157","0.4503","0.5486","src_role_function_seed_2026_03","0.7774","reviewed_primary_task_function_edge"
"occ_13_1071_00","task_occ_13_1071_00_18853","fn_occ_13_1071_00_people_advisory","directly_supports","0.4676","0.5716","0.6535","0.5900","0.4068","0.5043","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8487","reviewed_multi_anchor_task_function_edge"
"occ_13_1071_00","task_occ_13_1071_00_18853","fn_occ_13_1071_00_primary","directly_supports","0.5324","0.5973","0.6005","0.5780","0.4582","0.5036","src_role_function_seed_2026_03","0.7947","reviewed_primary_task_function_edge"
"occ_13_1071_00","task_occ_13_1071_00_18854","fn_occ_13_1071_00_people_advisory","directly_supports","0.5496","0.6901","0.5899","0.7197","0.4150","0.5784","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8314","reviewed_multi_anchor_task_function_edge"
"occ_13_1071_00","task_occ_13_1071_00_18854","fn_occ_13_1071_00_primary","directly_supports","0.4504","0.6584","0.5041","0.7077","0.4500","0.5474","src_role_function_seed_2026_03","0.7774","reviewed_primary_task_function_edge"
"occ_13_1071_00","task_occ_13_1071_00_18855","fn_occ_13_1071_00_people_advisory","supports","0.4436","0.5867","0.5587","0.5934","0.4844","0.5322","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8171","reviewed_multi_anchor_task_function_edge"
"occ_13_1071_00","task_occ_13_1071_00_18855","fn_occ_13_1071_00_primary","supports","0.5564","0.6291","0.5153","0.5814","0.5406","0.5404","src_role_function_seed_2026_03","0.7631","reviewed_primary_task_function_edge"
"occ_13_1071_00","task_occ_13_1071_00_18856","fn_occ_13_1071_00_people_advisory","directly_supports","0.4708","0.7117","0.6142","0.6989","0.4871","0.6188","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.7756","reviewed_multi_anchor_task_function_edge"
"occ_13_1071_00","task_occ_13_1071_00_18856","fn_occ_13_1071_00_primary","directly_supports","0.5292","0.7351","0.5598","0.6869","0.5379","0.6169","src_role_function_seed_2026_03","0.7216","reviewed_primary_task_function_edge"
"occ_13_1071_00","task_occ_13_1071_00_18857","fn_occ_13_1071_00_people_advisory","directly_supports","0.5366","0.7048","0.6073","0.7390","0.4137","0.5780","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8314","reviewed_multi_anchor_task_function_edge"
"occ_13_1071_00","task_occ_13_1071_00_18857","fn_occ_13_1071_00_primary","directly_supports","0.4634","0.6822","0.5267","0.7270","0.4513","0.5517","src_role_function_seed_2026_03","0.7774","reviewed_primary_task_function_edge"
"occ_13_1071_00","task_occ_13_1071_00_18858","fn_occ_13_1071_00_people_advisory","directly_supports","0.4751","0.7204","0.6950","0.7061","0.4875","0.6203","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.7756","reviewed_multi_anchor_task_function_edge"
"occ_13_1071_00","task_occ_13_1071_00_18858","fn_occ_13_1071_00_primary","directly_supports","0.5249","0.7408","0.6390","0.6941","0.5375","0.6168","src_role_function_seed_2026_03","0.7216","reviewed_primary_task_function_edge"
"occ_13_1071_00","task_occ_13_1071_00_18859","fn_occ_13_1071_00_people_advisory","directly_supports","0.4547","0.4738","0.5209","0.5467","0.3855","0.4526","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.7756","reviewed_multi_anchor_task_function_edge"
"occ_13_1071_00","task_occ_13_1071_00_18859","fn_occ_13_1071_00_primary","directly_supports","0.5453","0.5085","0.4731","0.5347","0.4395","0.4567","src_role_function_seed_2026_03","0.7216","reviewed_primary_task_function_edge"
"occ_13_1071_00","task_occ_13_1071_00_18860","fn_occ_13_1071_00_people_advisory","directly_supports","0.5477","0.6963","0.5895","0.7266","0.4148","0.5788","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8314","reviewed_multi_anchor_task_function_edge"
"occ_13_1071_00","task_occ_13_1071_00_18860","fn_occ_13_1071_00_primary","directly_supports","0.4523","0.6659","0.5045","0.7146","0.4502","0.5484","src_role_function_seed_2026_03","0.7774","reviewed_primary_task_function_edge"
"occ_13_1071_00","task_occ_13_1071_00_18861","fn_occ_13_1071_00_people_advisory","directly_supports","0.5176","0.7220","0.6735","0.7028","0.4518","0.5868","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.7121","reviewed_multi_anchor_task_function_edge"
"occ_13_1071_00","task_occ_13_1071_00_18861","fn_occ_13_1071_00_primary","directly_supports","0.4824","0.7127","0.6005","0.6908","0.4932","0.5676","src_role_function_seed_2026_03","0.6581","reviewed_primary_task_function_edge"
"occ_13_1071_00","task_occ_13_1071_00_18862","fn_occ_13_1071_00_people_advisory","directly_supports","0.5376","0.7045","0.6075","0.7383","0.4138","0.5781","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8314","reviewed_multi_anchor_task_function_edge"
"occ_13_1071_00","task_occ_13_1071_00_18862","fn_occ_13_1071_00_primary","directly_supports","0.4624","0.6811","0.5265","0.7263","0.4512","0.5515","src_role_function_seed_2026_03","0.7774","reviewed_primary_task_function_edge"
"occ_13_1071_00","task_occ_13_1071_00_18863","fn_occ_13_1071_00_people_advisory","supports","0.4422","0.4800","0.5784","0.5672","0.4342","0.4913","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8449","reviewed_multi_anchor_task_function_edge"
