"occupation_id","from_task_id","to_task_id","dependency_type","dependency_strength","edge_source","edge_confidence","notes"
"occ_11_1021_00","task_occ_11_1021_00_945","task_occ_11_1021_00_944","supports","0.0737","src_v2_role_graph_seed_2026_03","0.4861","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_945","task_occ_11_1021_00_948","feeds","0.1182","src_v2_role_graph_seed_2026_03","0.5165","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_945","task_occ_11_1021_00_jd_gm_01","supports","0.0966","src_v2_role_graph_seed_2026_03","0.6279","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_945","task_occ_11_1021_00_jd_gm_04","feeds","0.1361","src_v2_role_graph_seed_2026_03","0.6074","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_948","task_occ_11_1021_00_20700","supports","0.1193","src_v2_role_graph_seed_2026_03","0.6159","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_948","task_occ_11_1021_00_20707","supports","0.0730","src_v2_role_graph_seed_2026_03","0.5961","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_948","task_occ_11_1021_00_944","supports","0.0737","src_v2_role_graph_seed_2026_03","0.5961","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_948","task_occ_11_1021_00_jd_gm_02","supports","0.1193","src_v2_role_graph_seed_2026_03","0.7111","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_949","task_occ_11_1021_00_20699","feeds","0.1635","src_v2_role_graph_seed_2026_03","0.4260","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_949","task_occ_11_1021_00_20707","supports","0.0730","src_v2_role_graph_seed_2026_03","0.4841","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_949","task_occ_11_1021_00_933","supports","0.0977","src_v2_role_graph_seed_2026_03","0.5367","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_949","task_occ_11_1021_00_944","supports","0.0737","src_v2_role_graph_seed_2026_03","0.4841","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_949","task_occ_11_1021_00_948","feeds","0.1182","src_v2_role_graph_seed_2026_03","0.5145","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_949","task_occ_11_1021_00_jd_gm_01","supports","0.0966","src_v2_role_graph_seed_2026_03","0.6258","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_949","task_occ_11_1021_00_jd_gm_04","feeds","0.1361","src_v2_role_graph_seed_2026_03","0.6054","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_01","task_occ_11_1021_00_20700","supports","0.1193","src_v2_role_graph_seed_2026_03","0.7273","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_01","task_occ_11_1021_00_20707","enables","0.1095","src_v2_role_graph_seed_2026_03","0.7075","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_01","task_occ_11_1021_00_944","enables","0.1105","src_v2_role_graph_seed_2026_03","0.7075","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_01","task_occ_11_1021_00_jd_gm_02","supports","0.1193","src_v2_role_graph_seed_2026_03","0.8225","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_02","task_occ_11_1021_00_jd_gm_03","supports","0.5600","src_manual_role_graph_review_2026_03","0.8200","reviewed_job_posting_dependency"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_03","task_occ_11_1021_00_20707","enables","0.0730","src_v2_role_graph_seed_2026_03","0.6508","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_03","task_occ_11_1021_00_933","supports","0.1172","src_v2_role_graph_seed_2026_03","0.7035","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_03","task_occ_11_1021_00_944","enables","0.0737","src_v2_role_graph_seed_2026_03","0.6508","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_03","task_occ_11_1021_00_jd_gm_01","supports","0.1160","src_v2_role_graph_seed_2026_03","0.7926","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_03","task_occ_11_1021_00_jd_gm_04","feeds","0.5800","src_manual_role_graph_review_2026_03","0.8400","reviewed_job_posting_dependency"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_04","task_occ_11_1021_00_20700","supports","0.1193","src_v2_role_graph_seed_2026_03","0.7068","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_04","task_occ_11_1021_00_20707","supports","0.0730","src_v2_role_graph_seed_2026_03","0.6870","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_04","task_occ_11_1021_00_944","supports","0.0737","src_v2_role_graph_seed_2026_03","0.6870","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_04","task_occ_11_1021_00_jd_gm_02","supports","0.1193","src_v2_role_graph_seed_2026_03","0.8020","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21446","task_occ_13_1041_00_21448","enables","0.1193","src_v2_role_graph_seed_2026_03","0.5817","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21446","task_occ_13_1041_00_jd_co_01","supports","0.1193","src_v2_role_graph_seed_2026_03","0.6555","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21447","task_occ_13_1041_00_21446","supports","0.0594","src_v2_role_graph_seed_2026_03","0.6492","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21447","task_occ_13_1041_00_21451","supports","0.0584","src_v2_role_graph_seed_2026_03","0.6492","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21447","task_occ_13_1041_00_21454","supports","0.0732","src_v2_role_graph_seed_2026_03","0.6184","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21447","task_occ_13_1041_00_jd_co_02","supports","0.0749","src_v2_role_graph_seed_2026_03","0.7296","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21448","task_occ_13_1041_00_21449","feeds","0.0795","src_v2_role_graph_seed_2026_03","0.5174","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21448","task_occ_13_1041_00_jd_co_03","feeds","0.0783","src_v2_role_graph_seed_2026_03","0.6085","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21449","task_occ_13_1041_00_21448","supports","0.0795","src_v2_role_graph_seed_2026_03","0.5174","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21449","task_occ_13_1041_00_jd_co_01","supports","0.1193","src_v2_role_graph_seed_2026_03","0.5912","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21450","task_occ_13_1041_00_21446","supports","0.0594","src_v2_role_graph_seed_2026_03","0.6249","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21450","task_occ_13_1041_00_21451","supports","0.0584","src_v2_role_graph_seed_2026_03","0.6249","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21450","task_occ_13_1041_00_21454","supports","0.0732","src_v2_role_graph_seed_2026_03","0.5941","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21450","task_occ_13_1041_00_jd_co_02","supports","0.0749","src_v2_role_graph_seed_2026_03","0.7053","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21452","task_occ_13_1041_00_21448","enables","0.1193","src_v2_role_graph_seed_2026_03","0.5637","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21452","task_occ_13_1041_00_jd_co_01","supports","0.1193","src_v2_role_graph_seed_2026_03","0.6375","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21453","task_occ_13_1041_00_21449","feeds","0.1193","src_v2_role_graph_seed_2026_03","0.5176","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21453","task_occ_13_1041_00_21454","feeds","0.0915","src_v2_role_graph_seed_2026_03","0.5511","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21453","task_occ_13_1041_00_jd_co_02","feeds","0.0936","src_v2_role_graph_seed_2026_03","0.6623","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21453","task_occ_13_1041_00_jd_co_03","feeds","0.1174","src_v2_role_graph_seed_2026_03","0.6087","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21457","task_occ_13_1041_00_21454","feeds","0.0732","src_v2_role_graph_seed_2026_03","0.5790","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21457","task_occ_13_1041_00_jd_co_02","feeds","0.0749","src_v2_role_graph_seed_2026_03","0.6902","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21458","task_occ_13_1041_00_21449","feeds","0.1193","src_v2_role_graph_seed_2026_03","0.5257","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21458","task_occ_13_1041_00_21454","feeds","0.0915","src_v2_role_graph_seed_2026_03","0.5592","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21458","task_occ_13_1041_00_jd_co_02","feeds","0.0936","src_v2_role_graph_seed_2026_03","0.6704","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_21458","task_occ_13_1041_00_jd_co_03","feeds","0.1174","src_v2_role_graph_seed_2026_03","0.6168","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_jd_co_01","task_occ_13_1041_00_21446","enables","0.0990","src_v2_role_graph_seed_2026_03","0.6555","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_jd_co_01","task_occ_13_1041_00_21449","reviews","0.0994","src_v2_role_graph_seed_2026_03","0.5912","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_jd_co_01","task_occ_13_1041_00_21451","enables","0.0973","src_v2_role_graph_seed_2026_03","0.6555","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_jd_co_01","task_occ_13_1041_00_jd_co_02","feeds","0.6000","src_manual_role_graph_review_2026_03","0.8400","reviewed_job_posting_dependency"
"occ_13_1041_00","task_occ_13_1041_00_jd_co_01","task_occ_13_1041_00_jd_co_03","reviews","0.0979","src_v2_role_graph_seed_2026_03","0.6823","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_jd_co_02","task_occ_13_1041_00_jd_co_03","supports","0.5600","src_manual_role_graph_review_2026_03","0.8200","reviewed_job_posting_dependency"
"occ_13_1041_00","task_occ_13_1041_00_jd_co_03","task_occ_13_1041_00_21448","supports","0.0795","src_v2_role_graph_seed_2026_03","0.6085","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_jd_co_03","task_occ_13_1041_00_jd_co_01","supports","0.1193","src_v2_role_graph_seed_2026_03","0.6823","seeded_from_cluster_dependency_proxy"
"occ_13_1041_00","task_occ_13_1041_00_jd_co_03","task_occ_13_1041_00_jd_co_04","feeds","0.5800","src_manual_role_graph_review_2026_03","0.8400","reviewed_job_posting_dependency"
"occ_13_1071_00","task_occ_13_1071_00_18853","task_occ_13_1071_00_18861","feeds","0.1193","src_v2_role_graph_seed_2026_03","0.7437","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_18853","task_occ_13_1071_00_18863","feeds","0.0520","src_v2_role_graph_seed_2026_03","0.8524","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_18853","task_occ_13_1071_00_18866","feeds","0.0536","src_v2_role_graph_seed_2026_03","0.8524","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_18853","task_occ_13_1071_00_18868","feeds","0.1528","src_v2_role_graph_seed_2026_03","0.8477","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_18853","task_occ_13_1071_00_18871","feeds","0.1193","src_v2_role_graph_seed_2026_03","0.7437","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_18853","task_occ_13_1071_00_18876","feeds","0.1443","src_v2_role_graph_seed_2026_03","0.8297","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_18858","task_occ_13_1071_00_18861","reviews","0.0994","src_v2_role_graph_seed_2026_03","0.6839","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_18858","task_occ_13_1071_00_18870","enables","0.0942","src_v2_role_graph_seed_2026_03","0.6996","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_18858","task_occ_13_1071_00_18871","reviews","0.0994","src_v2_role_graph_seed_2026_03","0.6839","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_18858","task_occ_13_1071_00_jd_hr_03","enables","0.0957","src_v2_role_graph_seed_2026_03","0.6996","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_18859","task_occ_13_1071_00_18868","feeds","0.0764","src_v2_role_graph_seed_2026_03","0.7878","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_18859","task_occ_13_1071_00_18869","feeds","0.1030","src_v2_role_graph_seed_2026_03","0.7494","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_18859","task_occ_13_1071_00_18876","feeds","0.0722","src_v2_role_graph_seed_2026_03","0.7698","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_18859","task_occ_13_1071_00_jd_hr_02","feeds","0.1082","src_v2_role_graph_seed_2026_03","0.7674","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_18863","task_occ_13_1071_00_18868","supports","0.0764","src_v2_role_graph_seed_2026_03","0.8445","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_18863","task_occ_13_1071_00_18870","supports","0.0565","src_v2_role_graph_seed_2026_03","0.7563","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_18863","task_occ_13_1071_00_18876","supports","0.0722","src_v2_role_graph_seed_2026_03","0.8265","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_18863","task_occ_13_1071_00_jd_hr_03","supports","0.0574","src_v2_role_graph_seed_2026_03","0.7563","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_18864","task_occ_13_1071_00_18853","feeds","0.1120","src_v2_role_graph_seed_2026_03","0.7957","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_18864","task_occ_13_1071_00_18861","feeds","0.1193","src_v2_role_graph_seed_2026_03","0.6839","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_18864","task_occ_13_1071_00_18868","feeds","0.0955","src_v2_role_graph_seed_2026_03","0.7878","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_18864","task_occ_13_1071_00_18871","feeds","0.1193","src_v2_role_graph_seed_2026_03","0.6839","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_18864","task_occ_13_1071_00_18876","feeds","0.0902","src_v2_role_graph_seed_2026_03","0.7698","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_18865","task_occ_13_1071_00_18853","feeds","0.1120","src_v2_role_graph_seed_2026_03","0.7957","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_18865","task_occ_13_1071_00_18861","feeds","0.1193","src_v2_role_graph_seed_2026_03","0.6839","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_18865","task_occ_13_1071_00_18868","feeds","0.0955","src_v2_role_graph_seed_2026_03","0.7878","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_18865","task_occ_13_1071_00_18871","feeds","0.1193","src_v2_role_graph_seed_2026_03","0.6839","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_18865","task_occ_13_1071_00_18876","feeds","0.0902","src_v2_role_graph_seed_2026_03","0.7698","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_18866","task_occ_13_1071_00_18868","supports","0.0764","src_v2_role_graph_seed_2026_03","0.8445","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_18866","task_occ_13_1071_00_18870","supports","0.0565","src_v2_role_graph_seed_2026_03","0.7563","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_18866","task_occ_13_1071_00_18876","supports","0.0722","src_v2_role_graph_seed_2026_03","0.8265","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_18866","task_occ_13_1071_00_jd_hr_03","supports","0.0574","src_v2_role_graph_seed_2026_03","0.7563","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_18869","task_occ_13_1071_00_18870","supports","0.1130","src_v2_role_graph_seed_2026_03","0.7131","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_18869","task_occ_13_1071_00_jd_hr_03","supports","0.1148","src_v2_role_graph_seed_2026_03","0.7131","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_18871","task_occ_13_1071_00_18858","supports","0.1181","src_v2_role_graph_seed_2026_03","0.6839","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_18871","task_occ_13_1071_00_jd_hr_04","supports","0.1193","src_v2_role_graph_seed_2026_03","0.6839","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_18872","task_occ_13_1071_00_18858","supports","0.1181","src_v2_role_graph_seed_2026_03","0.6839","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_18872","task_occ_13_1071_00_jd_hr_04","supports","0.1193","src_v2_role_graph_seed_2026_03","0.6839","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_18873","task_occ_13_1071_00_18857","enables","0.0986","src_v2_role_graph_seed_2026_03","0.7273","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_18873","task_occ_13_1071_00_18858","supports","0.1181","src_v2_role_graph_seed_2026_03","0.6816","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_18873","task_occ_13_1071_00_18862","enables","0.0984","src_v2_role_graph_seed_2026_03","0.7273","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_18873","task_occ_13_1071_00_jd_hr_04","supports","0.1193","src_v2_role_graph_seed_2026_03","0.6816","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_jd_hr_01","task_occ_13_1071_00_jd_hr_04","feeds","0.5900","src_manual_role_graph_review_2026_03","0.8400","reviewed_job_posting_dependency"
"occ_13_1071_00","task_occ_13_1071_00_jd_hr_02","task_occ_13_1071_00_18870","supports","0.1130","src_v2_role_graph_seed_2026_03","0.7311","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_jd_hr_02","task_occ_13_1071_00_jd_hr_01","supports","0.5700","src_manual_role_graph_review_2026_03","0.8200","reviewed_job_posting_dependency"
"occ_13_1071_00","task_occ_13_1071_00_jd_hr_02","task_occ_13_1071_00_jd_hr_03","supports","0.1148","src_v2_role_graph_seed_2026_03","0.7311","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_jd_hr_03","task_occ_13_1071_00_18857","enables","0.0986","src_v2_role_graph_seed_2026_03","0.7453","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_jd_hr_03","task_occ_13_1071_00_18858","supports","0.1181","src_v2_role_graph_seed_2026_03","0.6996","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_jd_hr_03","task_occ_13_1071_00_18862","enables","0.0984","src_v2_role_graph_seed_2026_03","0.7453","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_jd_hr_03","task_occ_13_1071_00_jd_hr_04","supports","0.1193","src_v2_role_graph_seed_2026_03","0.6996","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_jd_hr_04","task_occ_13_1071_00_18861","reviews","0.0994","src_v2_role_graph_seed_2026_03","0.6839","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_jd_hr_04","task_occ_13_1071_00_18870","enables","0.0942","src_v2_role_graph_seed_2026_03","0.6996","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_jd_hr_04","task_occ_13_1071_00_18871","reviews","0.0994","src_v2_role_graph_seed_2026_03","0.6839","seeded_from_cluster_dependency_proxy"
"occ_13_1071_00","task_occ_13_1071_00_jd_hr_04","task_occ_13_1071_00_jd_hr_03","enables","0.0957","src_v2_role_graph_seed_2026_03","0.6996","seeded_from_cluster_dependency_proxy"
"occ_13_1081_00","task_occ_13_1081_00_8932","task_occ_13_1081_00_8944","feeds","0.0755","src_v2_role_graph_seed_2026_03","0.5327","seeded_from_cluster_dependency_proxy"
"occ_13_1081_00","task_occ_13_1081_00_8932","task_occ_13_1081_00_jd_log_04","feeds","0.0780","src_v2_role_graph_seed_2026_03","0.6117","seeded_from_cluster_dependency_proxy"
"occ_13_1081_00","task_occ_13_1081_00_8933","task_occ_13_1081_00_8944","feeds","0.0755","src_v2_role_graph_seed_2026_03","0.5327","seeded_from_cluster_dependency_proxy"
"occ_13_1081_00","task_occ_13_1081_00_8933","task_occ_13_1081_00_jd_log_04","feeds","0.0780","src_v2_role_graph_seed_2026_03","0.6117","seeded_from_cluster_dependency_proxy"
"occ_13_1081_00","task_occ_13_1081_00_8934","task_occ_13_1081_00_8936","enables","0.0945","src_v2_role_graph_seed_2026_03","0.5635","seeded_from_cluster_dependency_proxy"
"occ_13_1081_00","task_occ_13_1081_00_8934","task_occ_13_1081_00_8944","reviews","0.0944","src_v2_role_graph_seed_2026_03","0.5822","seeded_from_cluster_dependency_proxy"
"occ_13_1081_00","task_occ_13_1081_00_8934","task_occ_13_1081_00_jd_log_01","enables","0.0966","src_v2_role_graph_seed_2026_03","0.6769","seeded_from_cluster_dependency_proxy"
